buildingID,officeID,T_mean,RH_mean,CO2_mean,VOC_mean,sound_mean,light_mean,light_col_mean,location
305,305h,24.289068514241738,52.81046959199381,805.5647149460709,1745.2501924557353,45.16705157813703,117.34719014626636,2558.002309468822,Denmark
305,305i,25.47353846153851,48.6596923076923,915.2317262830483,972.9923076923077,42.026923076923076,97.81846153846153,3358.8615384615387,Denmark
306,3060A,23.100757575757573,46.239393939393935,845.2443181818181,2385.755681818182,41.08901515151515,55.07575757575758,,Denmark
306,3060B,24.63747572815537,42.325048543689356,628.93542074364,2414.3961165048545,41.557281553398056,147.00194174757283,,Denmark
306,3061A,23.61579457364339,45.090891472868144,562.1269379844962,645.2829457364342,43.123062015503876,130.40891472868216,,Denmark
307,307a,23.454580896686156,41.00779727095521,641.953216374269,170.57992202729045,43.34600389863548,276.270955165692,,Denmark
308A,308Ab,23.815584415584436,34.36155844155846,868.1270871985158,275.8376623376623,43.95454545454545,100.46196660482374,2960.865491651206,Denmark
309,309a,23.99749536178119,26.654007421150357,521.0983302411873,140.1669758812616,41.87940630797774,185.9925788497217,3889.274582560297,Denmark
309,309b,23.53596848934207,26.440231696014862,588.261040235525,228.03799814643187,43.55236329935125,143.45319740500463,3650.451343836886,Denmark
310,310a,24.583305785123994,28.298337924701638,911.516069788797,408.93939393939394,43.9880624426079,200.90541781450872,3009.1331496786042,Denmark
310,310b,23.721500000000116,29.529092592592665,1088.5240740740742,562.7907407407407,42.425925925925924,35.733333333333334,128.2925925925926,Denmark
311,311a,23.776606005459545,28.810919017288516,1105.7170154686078,688.2147406733394,41.92174704276615,76.27115559599636,2054.5241128298453,Denmark
311,311b,23.162303370786603,28.017041198501968,943.1123595505618,372.9943820224719,42.18726591760299,77.42696629213484,2415.1610486891386,Denmark
312,312a,23.785223880597073,27.41680037313442,700.9924599434496,79.99720149253731,41.353544776119406,112.90485074626865,2127.1277985074626,Denmark
312,312b,24.03271186440681,27.04713747645958,688.4099616858238,116.29001883239171,41.67043314500942,112.79472693032015,2041.1167608286253,Denmark
312,312c,24.005410447761275,27.51826492537316,708.3195488721805,229.28358208955223,41.96455223880597,180.92164179104478,4121.2220149253735,Denmark
313,313a,23.443882646691602,24.25803370786516,480.6980952380952,184.1729088639201,41.488139825218475,354.3333333333333,3917.9519350811483,Denmark
313,313b,22.581719924812088,25.28053571428579,576.187866927593,214.68421052631578,45.8515037593985,360.1842105263158,4684.277255639097,Denmark
313,313c,23.887351407716423,23.807476538060524,506.5978835978836,184.81438998957248,42.99374348279458,193.36183524504693,3672.3451511991657,Denmark
313,313d,23.568825757575787,24.711856060606113,495.7177914110429,163.27651515151516,41.69318181818182,731.5454545454545,4390.956439393939,Denmark
313,313e,23.988107074569836,23.026233269598507,576.4038461538462,186.40344168260037,40.9980879541109,205.50669216061186,3649.6481835564055,Denmark
313,313f,24.24829010566768,22.874447646493813,531.02634467618,147.16906820365034,41.525456292026895,438.7339097022094,4014.806916426513,Denmark
401,401b,23.196616260162628,13.014921951219517,735.3346016260156,,,414.9449775112439,,Greenland
401,401c,23.814827642276434,11.629021138211366,649.8782926829272,,,963.0637444279351,,Greenland
401,401d,23.41523376623375,14.53335714285713,857.9029220779225,,,831.3499259259276,,Greenland
401,401e,23.2921185064935,19.455358766233754,1303.4125974025962,,,1289.784660766963,,Greenland
402,402a,23.070809931506837,14.297058219178085,925.6856506849316,,,2137.917294520548,,Greenland
402,402b,21.23176798561154,7.589469424460438,977.7389748201437,,,734.5616906474834,,Greenland
402,402c,23.816349650349657,12.398601398601393,844.4010139860138,,,1025.5772727272715,,Greenland
402,402d,22.438934256055365,14.499349480968858,908.9140138408308,,,679.2152249134961,,Greenland
402,402e,22.417294849023076,14.841704946996467,954.179540636041,,,1368.6531802120126,,Greenland
403,403a,24.546841263440893,23.6802694892473,809.8974462365592,,,994.4988172043022,,Greenland
403,403b,24.15802025347915,22.79998310139164,661.1246893638171,,,624.3770377733597,,Greenland
403,403c,21.411473369565265,20.418541847826088,617.7592119565218,,,1019.3697391304362,,Greenland
403,403d,21.411473369565265,20.418541847826088,617.7592119565218,,,1019.3697391304362,,Greenland
404,404a,22.948853658536592,22.75653470919326,748.8005628517832,,,482.0711069418388,,Greenland
404,404b,23.17126691729323,18.130415413533846,656.1567105263157,,,310.34003759398445,,Greenland
405,405a,21.474692452830137,21.44712075471696,850.5679245283011,,,287.80018867924537,,Greenland
405,405b,23.086089184060732,27.684220113852007,1255.3431499051242,,,539.9766603415559,,Greenland
405,405c,23.586534351145023,22.06914312977099,780.4915076335889,,,428.00820610687026,,Greenland
405,405d,23.005206896551755,26.044862068965486,1165.1538122605368,,,430.12088122605377,,Greenland
407,407a,22.91385308848077,30.982347245408985,720.1462877516778,,,402.6681135225375,,Greenland
407,407b,22.614844856661033,29.58103709949411,885.5085370994941,,,890.4180438448573,,Greenland
407,407c,22.755895093062605,30.599978003384113,838.0996615905246,,,690.790693739425,,Greenland
409,409a,22.966549287856065,23.283631840329875,479.2379591454273,,,748.8475262368814,,Greenland
409,409b,24.3076834647147,20.940790728228222,509.4986392642643,,,656.8644144144146,,Greenland
409,409c,21.91170251501499,26.05960200825828,503.2570382882883,,,1019.2070570570571,,Greenland
410,410a,22.20689783464567,28.98413484251965,632.7636318897638,,,371.63590551181085,,Greenland
410,410b,22.75236875990489,33.92585261489702,705.2156299524564,,,241.91458003169637,,Greenland
410,410c,24.811746527777796,26.687096726190465,697.6933127980922,,,995.532063492064,,Greenland
411,411a,22.9803734984985,28.633301238738703,1085.1134572072071,,,1061.9627627627654,,Greenland
411,411b,23.910625843328322,27.01439908170914,849.4057814842579,,,625.7304347826091,,Greenland
411,411c,23.807023836336352,18.487461711711692,960.9466497747748,,,565.5121621621624,,Greenland
412,412a,22.898821162444122,27.231529061102805,698.4350223546941,,,388.0174366616987,,Greenland
412,412b,22.8459001490313,27.39398062593145,532.785203313253,,,283.5588673621458,,Greenland
412,412c,23.308338301043214,30.657369597615496,515.1016791044776,,,845.8836065573782,,Greenland
413,413a,22.44570381679388,29.56373435114507,722.9742366412214,,,462.1129770992366,,Greenland
413,413b,22.098132104454656,29.370964669738918,651.0186251920123,,,331.6935483870965,,Greenland
413,413c,23.399070660522312,28.229906298003126,676.2159360189573,,,478.2236559139781,,Greenland
414,414a,22.05286532507742,28.10627399380802,574.672020123839,,,792.9623839009286,,Greenland
414,414b,22.741555038759714,26.679806201550413,496.47168803418805,,,592.4483720930239,,Greenland
414,414c,24.276315707620512,27.64302954898908,647.9315707620528,,,398.9384136858474,,Greenland
415,415a,24.63177378190257,26.633364269141488,577.6227876106195,,,521.8294663573084,,Greenland
415,415b,23.747194888178917,27.298335463258777,580.3890830592105,,,581.633706070288,,Greenland
415,415c,24.245499199999973,29.19847839999998,1613.1595,,,841.0848000000011,,Greenland
416,416a,21.95244426494346,31.795241545893685,,,,244.86328502415464,,Greenland
416,416b,22.845560457516356,27.99481209150329,529.3677713523132,,,717.2303921568632,,Greenland
416,416c,23.074206451612916,30.39886977491962,635.4672330097087,,,757.4482315112554,,Greenland
417,417a,22.303113808801214,28.309332321699564,,,,691.4449165402126,,Greenland
417,417b,24.00795022624434,26.31400000000004,,,,258.6858220211162,,Greenland
417,417c,22.720074242424246,26.922692424242463,,,,590.3127272727276,,Greenland
418,418a,24.201640625000017,31.79121306818188,,,,166.26164772727245,,Greenland
418,418b,25.321366153846153,30.391113846153814,,,,497.3419999999997,,Greenland
418,418c,24.065511556240335,33.373380585516244,,,,181.50215716486866,,Greenland
419,419a,20.885560439560418,29.838816326530573,,,,538.6277864992148,,Greenland
419,419b,22.68494173228345,33.50307716535432,,,,622.3261417322832,,Greenland
419,419c,24.103307086614215,22.156992125984253,,,,629.0549606299222,,Greenland
420,420a,25.394481132075466,21.37941666666668,470.1211949685521,,,1248.2003144654097,,Greenland
420,420b,24.335946372239725,25.783269716088313,,,,3514.2555205047342,,Greenland
420,420c,23.134854660347578,27.466939968404454,452.53658940397185,,,739.9116903633501,,Greenland
421,421a,22.896403963414645,26.259932926829272,741.0300304878043,,,817.8553353658541,,Greenland
421,421b,24.372756468797547,25.321955859969567,528.8330757341577,,,1759.1150684931495,,Greenland
421,421c,24.716329268292686,22.33347713414636,580.7674352134146,,,723.7321646341472,,Greenland
422,422a,21.484594728171334,29.07190115321254,736.9197899505766,,,838.6476112026357,,Greenland
422,422b,21.1383814935065,31.95918668831168,930.7130496742672,,,1136.7311688311697,,Greenland
422,422c,25.03801620745545,22.99984602917341,748.9925203252025,,,2654.9677471636955,,Greenland
