CO2_mean,RH_mean,T_mean,light_mean,sex,age,officeInterior,performanceOverall,Window Area,Construction year,Number of supply devices,Floor mopping frequency,talk,eyeWear
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0.0,shared,0,8.2,1995.0,0.0,4.0,True,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,1.0,shared,0,8.2,1995.0,0.0,4.0,False,None
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Male,1.0,withPartitions,1,29.5,1995.0,0.0,4.0,True,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,1.0,shared,1,8.2,1995.0,0.0,4.0,False,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Male,2.0,shared,1,29.5,1995.0,0.0,4.0,False,None
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Female,2.0,single,1,29.5,1995.0,0.0,4.0,False,None
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Male,0.0,withoutPartitions,0,29.5,1995.0,0.0,4.0,False,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,3.0,shared,1,8.2,1995.0,0.0,4.0,True,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Female,1.0,withPartitions,1,29.5,1995.0,0.0,4.0,True,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,2.0,single,1,8.2,1995.0,0.0,4.0,False,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,2.0,single,0,8.2,1995.0,0.0,4.0,False,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,1.0,shared,1,8.2,1995.0,0.0,4.0,False,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,3.0,shared,0,8.2,1995.0,0.0,4.0,False,Glasses_contacts
688.4099616858238,27.04713747645958,24.03271186440681,112.79472693032017,Male,3.0,shared,1,9.88,1995.0,0.0,4.0,False,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Female,1.0,shared,0,29.5,1995.0,0.0,4.0,False,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Male,4.0,withPartitions,0,29.5,1995.0,0.0,4.0,True,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,2.0,shared,1,8.2,1995.0,0.0,4.0,False,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,,2.0,withPartitions,1,29.5,1995.0,0.0,4.0,False,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,0.0,shared,0,8.2,1995.0,0.0,4.0,False,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,1.0,shared,1,8.2,1995.0,0.0,4.0,False,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,1.0,shared,1,8.2,1995.0,0.0,4.0,False,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,3.0,single,1,8.2,1995.0,0.0,4.0,False,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,2.0,shared,0,8.2,1995.0,0.0,4.0,False,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,3.0,shared,0,8.2,1995.0,0.0,4.0,False,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,3.0,shared,1,8.2,1995.0,0.0,4.0,False,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Female,1.0,shared,0,29.5,1995.0,0.0,4.0,False,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,2.0,single,0,8.2,1995.0,0.0,4.0,True,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,3.0,shared,1,8.2,1995.0,0.0,4.0,False,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,2.0,shared,0,8.2,1995.0,0.0,4.0,True,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,3.0,single,1,8.2,1995.0,0.0,4.0,False,Glasses_contacts
506.5978835978836,23.807476538060524,23.887351407716423,193.36183524504693,Male,0.0,withoutPartitions,0,22.4,1963.0,4.0,0.0,True,Glasses_contacts
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Female,1.0,withPartitions,1,38.1,1963.0,5.0,0.0,True,Glasses_contacts
531.02634467618,22.874447646493813,24.24829010566768,438.7339097022094,Female,1.0,withoutPartitions,0,16.8,1963.0,3.0,0.0,True,None
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Female,1.0,withoutPartitions,1,38.1,1963.0,5.0,0.0,False,Glasses_contacts
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Female,2.0,withPartitions,0,38.1,1963.0,5.0,0.0,True,Glasses_contacts
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Female,2.0,withPartitions,0,38.1,1963.0,5.0,0.0,True,Glasses_contacts
576.187866927593,25.28053571428579,22.581719924812088,360.1842105263158,Female,3.0,shared,1,16.8,1963.0,3.0,0.0,False,Glasses_contacts
576.187866927593,25.28053571428579,22.581719924812088,360.1842105263158,Female,3.0,shared,1,16.8,1963.0,3.0,0.0,False,Glasses_contacts
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Male,0.0,withPartitions,1,38.1,1963.0,5.0,0.0,False,None
506.5978835978836,23.807476538060524,23.887351407716423,193.36183524504693,Female,4.0,withoutPartitions,0,22.4,1963.0,4.0,0.0,False,Glasses_contacts
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Female,3.0,withPartitions,0,38.1,1963.0,5.0,0.0,True,Glasses_contacts
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,Male,4.0,single,1,1.95,1990.0,0.0,4.0,False,Glasses_contacts
954.179540636041,14.841704946996469,22.41729484902308,1368.6531802120126,Female,0.0,shared,0,5.85,1990.0,0.0,4.0,False,Glasses_contacts
908.9140138408308,14.499349480968858,22.438934256055365,679.2152249134961,Female,1.0,,0,1.94,1990.0,0.0,4.0,True,Glasses_contacts
954.179540636041,14.841704946996469,22.41729484902308,1368.6531802120126,Female,1.0,withPartitions,0,5.85,1990.0,0.0,4.0,True,Glasses_contacts
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,Male,3.0,single,0,1.95,1990.0,0.0,4.0,True,Glasses_contacts
925.6856506849316,14.297058219178084,23.07080993150684,2137.917294520548,Female,0.0,withPartitions,0,3.9,1990.0,0.0,4.0,True,Glasses_contacts
925.6856506849316,14.297058219178084,23.07080993150684,2137.917294520548,,0.0,withPartitions,0,3.9,1990.0,0.0,4.0,False,Glasses_contacts
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,Male,0.0,shared,0,1.95,1990.0,0.0,4.0,False,Glasses_contacts
844.4010139860138,12.398601398601391,23.816349650349657,1025.5772727272715,Male,4.0,single,1,1.95,1990.0,0.0,4.0,False,Glasses_contacts
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,Female,2.0,single,0,1.95,1990.0,0.0,4.0,True,Glasses_contacts
925.6856506849316,14.297058219178084,23.07080993150684,2137.917294520548,Female,2.0,shared,1,3.9,1990.0,0.0,4.0,False,None
908.9140138408308,14.499349480968858,22.438934256055365,679.2152249134961,Female,1.0,single,0,1.94,1990.0,0.0,4.0,True,Glasses_contacts
809.8974462365592,23.6802694892473,24.546841263440893,994.4988172043022,Male,4.0,single,1,5.7,1994.0,0.0,0.0,False,Glasses_contacts
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,Male,4.0,withoutPartitions,0,13.0,1994.0,0.0,0.0,True,Glasses_contacts
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,Female,2.0,single,1,13.0,1994.0,0.0,0.0,True,Glasses_contacts
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,Female,3.0,withoutPartitions,1,13.0,1994.0,0.0,0.0,False,Glasses_contacts
617.7592119565218,20.418541847826088,21.411473369565265,1019.3697391304362,Male,2.0,,1,2.1,1994.0,0.0,0.0,False,Glasses_contacts
617.7592119565218,20.418541847826088,21.411473369565265,1019.3697391304362,Male,0.0,shared,0,2.1,1994.0,0.0,0.0,False,None
617.7592119565218,20.418541847826088,21.411473369565265,1019.3697391304362,Male,3.0,single,1,1.3,1994.0,0.0,0.0,False,Glasses_contacts
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,Male,3.0,withoutPartitions,1,13.0,1994.0,0.0,0.0,False,Glasses_contacts
656.1567105263157,18.130415413533846,23.17126691729323,310.34003759398445,Male,0.0,withoutPartitions,0,6.6,1983.0,3.0,5.0,True,Glasses_contacts
748.8005628517832,22.75653470919326,22.948853658536592,482.0711069418388,Male,3.0,,1,1.04,1983.0,1.0,5.0,False,Glasses_contacts
656.1567105263157,18.130415413533846,23.17126691729323,310.34003759398445,Male,3.0,withPartitions,0,6.6,1983.0,3.0,5.0,True,Glasses_contacts
656.1567105263157,18.130415413533846,23.17126691729323,310.34003759398445,Female,1.0,withoutPartitions,0,6.6,1983.0,3.0,5.0,True,Glasses_contacts
1165.1538122605368,26.04486206896549,23.005206896551755,430.12088122605377,Female,1.0,single,0,2.0,1994.0,0.0,0.0,True,Glasses_contacts
1165.1538122605368,26.04486206896549,23.005206896551755,430.12088122605377,Male,0.0,shared,1,2.0,1994.0,0.0,0.0,True,Glasses_contacts
780.4915076335889,22.06914312977099,23.586534351145023,428.0082061068703,Female,1.0,withPartitions,1,6.0,1994.0,0.0,0.0,True,Glasses_contacts
780.4915076335889,22.06914312977099,23.586534351145023,428.0082061068703,Female,2.0,withPartitions,0,6.0,1994.0,0.0,0.0,False,Glasses_contacts
850.5679245283011,21.44712075471696,21.474692452830137,287.80018867924537,Male,2.0,single,0,1.67,1994.0,0.0,0.0,False,Glasses_contacts
1255.3431499051242,27.684220113852007,23.08608918406073,539.9766603415559,Male,2.0,single,0,5.0,1994.0,0.0,0.0,False,Glasses_contacts
1165.1538122605368,26.04486206896549,23.005206896551755,430.12088122605377,Female,0.0,shared,1,2.0,1994.0,0.0,0.0,True,Glasses_contacts
1255.3431499051242,27.684220113852007,23.08608918406073,539.9766603415559,Male,2.0,withoutPartitions,1,5.0,1994.0,0.0,0.0,False,Glasses_contacts
1255.3431499051242,27.684220113852007,23.08608918406073,539.9766603415559,Female,3.0,shared,0,5.0,1994.0,0.0,0.0,False,Glasses_contacts
780.4915076335889,22.06914312977099,23.586534351145023,428.0082061068703,Male,0.0,single,1,6.0,1994.0,0.0,0.0,False,Glasses_contacts
885.5085370994941,29.58103709949411,22.61484485666104,890.4180438448573,Male,3.0,single,1,2.4,1980.0,0.0,0.0,True,Glasses_contacts
720.1462877516778,30.982347245408985,22.91385308848077,402.6681135225375,Female,4.0,single,0,3.1,1980.0,0.0,0.0,False,None
503.2570382882883,26.05960200825828,21.91170251501499,1019.2070570570572,Male,1.0,single,1,3.0,2003.0,2.0,5.0,False,Glasses_contacts
479.2379591454273,23.283631840329875,22.966549287856065,748.8475262368814,Female,1.0,shared,1,8.0,2003.0,6.0,5.0,False,Glasses_contacts
479.2379591454273,23.283631840329875,22.966549287856065,748.8475262368814,Male,1.0,shared,1,8.0,2003.0,6.0,5.0,True,Glasses_contacts
509.4986392642643,20.940790728228222,24.3076834647147,656.8644144144146,Male,0.0,shared,1,6.0,2003.0,5.0,5.0,False,Glasses_contacts
479.2379591454273,23.283631840329875,22.966549287856065,748.8475262368814,Female,0.0,shared,1,8.0,2003.0,6.0,5.0,False,None
509.4986392642643,20.940790728228222,24.3076834647147,656.8644144144146,Female,2.0,shared,0,6.0,2003.0,5.0,5.0,True,None
632.7636318897638,28.98413484251965,22.20689783464567,371.6359055118109,Male,1.0,shared,1,3.75,1970.0,0.0,5.0,False,Glasses_contacts
697.6933127980922,26.687096726190465,24.8117465277778,995.532063492064,Male,3.0,shared,0,3.75,1970.0,4.0,5.0,False,Glasses_contacts
697.6933127980922,26.687096726190465,24.8117465277778,995.532063492064,Male,4.0,shared,0,3.75,1970.0,4.0,5.0,False,None
705.2156299524564,33.92585261489702,22.75236875990489,241.9145800316964,Female,1.0,single,0,1.3,1970.0,0.0,5.0,True,Glasses_contacts
960.9466497747748,18.48746171171169,23.807023836336352,565.5121621621624,Female,0.0,shared,0,9.6,2001.0,0.0,1.0,True,Glasses_contacts
960.9466497747748,18.48746171171169,23.807023836336352,565.5121621621624,Female,2.0,shared,0,9.6,2001.0,0.0,1.0,True,Glasses_contacts
960.9466497747748,18.48746171171169,23.807023836336352,565.5121621621624,Male,3.0,shared,0,9.6,2001.0,0.0,1.0,True,None
1085.1134572072071,28.633301238738703,22.9803734984985,1061.9627627627654,Female,0.0,withoutPartitions,0,6.0,2001.0,0.0,1.0,False,Glasses_contacts
515.1016791044776,30.657369597615496,23.30833830104321,845.8836065573782,Male,4.0,shared,1,6.0,1980.0,2.0,0.0,False,Glasses_contacts
647.9315707620528,27.64302954898908,24.276315707620512,398.9384136858474,,1.0,shared,1,4.7,2000.0,0.0,0.0,False,Glasses_contacts
647.9315707620528,27.64302954898908,24.276315707620512,398.9384136858474,Female,1.0,shared,0,4.7,2000.0,0.0,0.0,True,None
577.6227876106195,26.633364269141488,24.63177378190257,521.8294663573084,Male,3.0,single,1,7.4,1985.0,0.0,0.0,False,Glasses_contacts
1613.1595,29.19847839999998,24.245499199999973,841.0848000000011,Female,0.0,shared,0,17.3,1985.0,0.0,0.0,True,Glasses_contacts
1613.1595,29.19847839999998,24.245499199999973,841.0848000000011,Male,1.0,withPartitions,1,17.3,1985.0,0.0,0.0,False,None
1613.1595,29.19847839999998,24.245499199999973,841.0848000000011,Female,1.0,withPartitions,0,17.3,1985.0,0.0,0.0,True,None
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,Female,0.0,shared,0,6.0,1990.0,2.0,0.0,False,None
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,Female,2.0,withoutPartitions,0,6.0,1990.0,2.0,0.0,False,Glasses_contacts
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,Female,3.0,withoutPartitions,0,6.0,1990.0,2.0,0.0,True,Glasses_contacts
700.9924599434496,31.795241545893685,21.95244426494346,244.86328502415464,Female,4.0,single,0,3.0,1990.0,0.0,0.0,False,Glasses_contacts
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,,2.0,single,1,6.0,1990.0,2.0,0.0,False,Glasses_contacts
700.9924599434496,26.31400000000004,24.00795022624434,258.6858220211162,Male,1.0,shared,1,5.4,1930.0,0.0,5.0,False,None
700.9924599434496,26.31400000000004,24.00795022624434,258.6858220211162,Female,0.0,shared,0,5.4,1930.0,0.0,5.0,True,None
470.1211949685521,21.37941666666668,25.394481132075462,1248.2003144654095,Male,1.0,single,1,5.1,2015.0,1.0,5.0,False,Glasses_contacts
580.7674352134146,22.33347713414636,24.71632926829269,723.7321646341472,Male,1.0,single,1,6.0,2004.0,1.0,5.0,False,Glasses_contacts
