CO2_mean,RH_mean,T_mean,light_mean,sex,age,officeInterior,performanceOverall,Window Area,Construction year,Number of supply devices,Floor mopping frequency,talk,eyeWear
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,Male,0.0,shared,1,7.3,2015.0,1.0,5.0,False,None
528.8330757341577,25.321955859969567,24.372756468797547,1759.1150684931497,Male,1.0,withPartitions,1,4.8,2004.0,1.0,5.0,False,None
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,Male,1.0,shared,1,7.3,2015.0,1.0,5.0,False,None
528.8330757341577,25.321955859969567,24.372756468797547,1759.1150684931497,Male,2.0,shared,1,4.8,2004.0,1.0,5.0,False,Glasses_contacts
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,,3.0,withPartitions,1,7.3,2015.0,1.0,5.0,False,Glasses_contacts
580.7674352134146,22.33347713414636,24.71632926829269,723.7321646341472,Male,3.0,shared,1,6.0,2004.0,1.0,5.0,False,Glasses_contacts
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,Male,3.0,shared,1,7.3,2015.0,1.0,5.0,True,Glasses_contacts
580.7674352134146,22.33347713414636,24.71632926829269,723.7321646341472,Male,4.0,single,1,6.0,2004.0,1.0,5.0,False,Glasses_contacts
930.7130496742672,31.95918668831168,21.1383814935065,1136.7311688311695,Male,0.0,shared,1,3.2,1960.0,0.0,5.0,False,Glasses_contacts
930.7130496742672,31.95918668831168,21.1383814935065,1136.7311688311695,Female,1.0,shared,0,3.2,1960.0,0.0,5.0,True,Glasses_contacts
736.9197899505766,29.07190115321254,21.48459472817133,838.6476112026357,Male,3.0,single,1,6.4,2015.0,0.0,5.0,False,Glasses_contacts
748.9925203252025,22.99984602917341,25.03801620745545,2654.9677471636955,Male,2.0,shared,1,3.2,1960.0,0.0,5.0,False,Glasses_contacts
748.9925203252025,22.99984602917341,25.03801620745545,2654.9677471636955,Female,0.0,shared,1,3.2,1960.0,0.0,5.0,False,None
