CO2_mean,O1_constructionYear,O2_opWin,O2_winArea,O2_winShadePercentage,RH_mean,T_mean,light_mean,sound_mean,sex,age,job,contacts,officeInterior,hoursatdesk,outside,cleaningProd,noiseTelephones,lightTooDark,lightTooBright,lightFlicker,lightReflections,lightNoTask,symptabilitywork,office_volume,renovationYear,office_wallFinish,office_supplyAir,office_returnAir,outdoorCont_smokeGenerators,outdoorCont_heavyTraffic,floorMope,office_windowOrientation,viewGreenNature,suspendedCeiling,floorWood,lightLED,lightIncan,lightFlour,office_desklights,otherPlantWater,otherLounge,tech,talk,noiseExterior,winA_perVol
643.3450834879407,2014.0,45.0,5.3,100.0,24.616326530612245,24.518923933209635,572.9647495361781,41.10760667903525,Female,4.0,Managerial,Glasses_contacts,single,2.0,False,False,False,False,False,False,False,False,1,46.98,0,paintWallboard,ventNoSupply,ventNoReturn,False,True,4.0,West,True,True,False,False,False,True,4,False,True,False,False,False,0.11281396338867604
624.1072088724584,2014.0,44.0,3.6,100.0,19.04501845018449,25.947232472324725,509.34317343173433,40.78044280442804,Male,4.0,Administrative,Glasses_contacts,single,2.0,False,False,False,False,True,True,False,False,0,30.24,0,paintWallboard,ventNoSupply,ventNoReturn,False,True,4.0,West,True,True,False,False,False,True,4,True,False,False,False,False,0.11904761904761905
706.8333333333334,2014.0,30.0,6.2,100.0,22.85074074074075,24.30296296296296,803.3,42.87777777777778,Female,1.0,Administrative,Glasses_contacts,shared,1.0,False,False,False,True,False,False,False,False,1,51.6,0,paintWallboard,ventNoSupply,ventNoReturn,False,True,4.0,West,True,True,False,False,True,False,4,True,False,False,False,False,0.12015503875968993
706.8333333333334,2014.0,30.0,6.2,100.0,22.85074074074075,24.30296296296296,803.3,42.87777777777778,Female,1.0,Professional,None,shared,2.0,False,False,False,False,False,False,False,False,1,51.6,0,paintWallboard,ventNoSupply,ventNoReturn,False,True,4.0,West,True,True,False,False,True,False,4,True,False,False,False,False,0.12015503875968993
855.1470361816782,1959.0,50.0,1.2,100.0,46.45203689469639,26.124673328209106,414.99308224442734,40.767870868562646,Male,3.0,Administrative,Glasses_contacts,single,2.0,False,False,False,False,False,False,True,False,0,54.0,2,wallpaper,ventNoSupply,ventNoReturn,False,False,5.0,East,False,True,False,True,False,False,0,False,False,False,True,False,0.022222222222222223
915.2317262830484,1959.0,50.0,1.3,100.0,48.6596923076923,25.47353846153851,97.81846153846152,42.02692307692308,Female,1.0,Managerial,Glasses_contacts,single,2.0,False,False,False,False,False,False,False,False,1,87.75,2,fabric,ventNoSupply,ventNoReturn,False,False,5.0,East,False,True,False,True,False,False,0,False,False,False,True,True,0.014814814814814815
668.3826013513514,1959.0,50.0,1.2,100.0,45.72079439252336,25.627024922118423,621.8411214953271,41.55451713395639,Female,3.0,Administrative,Glasses_contacts,shared,2.0,False,False,False,False,False,False,False,False,0,62.1,2,wallpaper,,ventNoReturn,False,False,5.0,West,False,False,False,True,False,False,3,True,False,False,False,False,0.01932367149758454
798.7935034802784,1959.0,50.0,1.2,100.0,49.03673627223516,25.64447022428464,1087.647331786543,42.11678267594741,Male,3.0,Administrative,Glasses_contacts,withPartitions,1.0,False,False,False,False,False,False,False,False,1,94.5,2,fabric,ventFancoil,ventNoReturn,False,False,5.0,West,False,True,False,True,False,False,3,True,False,False,True,False,0.012698412698412698
798.7935034802784,1959.0,50.0,1.2,100.0,49.03673627223516,25.64447022428464,1087.647331786543,42.11678267594741,Male,2.0,Administrative,None,withPartitions,1.0,False,False,False,True,False,True,False,False,1,94.5,2,fabric,ventFancoil,ventNoReturn,False,False,5.0,West,False,True,False,True,False,False,3,True,False,False,False,False,0.012698412698412698
965.0411622276029,1959.0,50.0,1.2,100.0,46.12716049382713,26.09205246913581,129.75462962962962,41.55246913580247,Male,2.0,Managerial,Glasses_contacts,withoutPartitions,0.0,False,False,True,False,False,False,False,False,0,117.45,2,wallpaper,ventNoSupply,ventNoReturn,False,False,5.0,,False,False,False,True,False,False,3,True,False,False,True,False,0.010217113665389526
798.7935034802784,1959.0,50.0,1.2,100.0,49.03673627223516,25.64447022428464,1087.647331786543,42.11678267594741,Female,2.0,Administrative,Glasses_contacts,withPartitions,2.0,False,False,False,False,False,False,False,False,1,94.5,2,fabric,ventFancoil,ventNoReturn,False,False,5.0,West,False,True,False,True,False,False,3,True,False,False,True,False,0.012698412698412698
668.3826013513514,1959.0,50.0,1.2,100.0,45.72079439252336,25.627024922118423,621.8411214953271,41.55451713395639,,2.0,Administrative,Glasses_contacts,shared,2.0,False,False,False,False,False,False,False,False,1,62.1,2,wallpaper,,ventNoReturn,False,False,5.0,West,False,False,False,True,False,False,3,True,False,True,False,False,0.01932367149758454
798.7935034802784,1959.0,50.0,1.2,100.0,49.03673627223516,25.64447022428464,1087.647331786543,42.11678267594741,Male,2.0,Managerial,Glasses_contacts,withPartitions,1.0,False,False,False,False,False,False,False,False,1,94.5,2,fabric,ventFancoil,ventNoReturn,False,False,5.0,West,False,True,False,True,False,False,3,True,False,False,True,False,0.012698412698412698
845.2443181818181,1985.0,0.0,1.3,0.0,46.239393939393935,23.100757575757573,55.07575757575758,41.08901515151515,Female,4.0,Administrative,Glasses_contacts,single,2.0,False,False,False,False,False,False,False,False,1,34.25,0,paintWallboard,ventCeilDif,ventNoReturn,False,False,2.0,Southeast,False,True,False,False,False,True,4,True,False,False,False,False,0.03795620437956204
628.93542074364,1985.0,0.0,1.7,0.0,42.32504854368936,24.63747572815537,147.00194174757283,41.557281553398056,Female,3.0,Administrative,Glasses_contacts,shared,2.0,False,False,False,False,False,False,False,False,0,49.25,0,paintWallboard,ventNoSupply,ventNoReturn,False,False,2.0,Northwest,False,True,False,False,False,True,4,True,False,False,False,False,0.03451776649746193
628.93542074364,1985.0,0.0,1.7,0.0,42.32504854368936,24.63747572815537,147.00194174757283,41.557281553398056,Female,2.0,Administrative,Glasses_contacts,shared,2.0,False,False,False,False,False,False,False,False,0,49.25,0,paintWallboard,ventNoSupply,ventNoReturn,False,False,2.0,Northwest,False,True,False,False,False,True,4,True,False,False,False,False,0.03451776649746193
845.2443181818181,1985.0,0.0,1.3,0.0,46.239393939393935,23.100757575757573,55.07575757575758,41.08901515151515,Female,2.0,Administrative,None,single,2.0,False,False,False,False,False,False,False,False,0,34.25,0,paintWallboard,ventCeilDif,ventNoReturn,False,False,2.0,Southeast,False,True,False,False,False,True,4,True,False,False,False,False,0.03795620437956204
845.2443181818181,1985.0,0.0,1.3,0.0,46.239393939393935,23.100757575757573,55.07575757575758,41.08901515151515,Male,4.0,Managerial,Glasses_contacts,single,1.0,False,False,False,False,False,False,False,False,0,34.25,0,paintWallboard,ventCeilDif,ventNoReturn,False,False,2.0,Southeast,False,True,False,False,False,True,4,True,False,False,False,False,0.03795620437956204
628.93542074364,1985.0,0.0,1.7,0.0,42.32504854368936,24.63747572815537,147.00194174757283,41.557281553398056,Female,3.0,Administrative,Glasses_contacts,shared,2.0,False,False,False,False,False,False,False,False,0,49.25,0,paintWallboard,ventNoSupply,ventNoReturn,False,False,2.0,Northwest,False,True,False,False,False,True,4,True,False,False,True,True,0.03451776649746193
562.1269379844962,1985.0,0.0,1.9,0.0,45.090891472868144,23.61579457364339,130.40891472868216,43.12306201550388,Female,1.0,Administrative,Glasses_contacts,shared,2.0,False,False,False,False,False,False,False,False,0,69.25,0,paintWallboard,ventNoSupply,ventNoReturn,False,False,2.0,East,False,True,False,False,False,True,1,True,False,False,False,False,0.02743682310469314
641.953216374269,1981.0,0.0,21.2,100.0,41.00779727095521,23.45458089668616,276.270955165692,43.34600389863548,Male,0.0,Technical,None,withoutPartitions,2.0,False,False,False,False,False,False,False,False,0,459.085,0,paintWallboard,ventCeilDif,O2_ventReturnGrill,False,False,4.0,Southwest,False,False,False,False,False,True,0,True,False,False,False,False,0.0461788122025333
