buildingID,O1_airHeatEl,O1_airHeatWater,O1_cavityInsulation,O1_centralCooling,O1_constructionYear,O1_exhaust,O1_exhaustSupply,O1_exhaustSupplyHeat,O1_extWallBrick,O1_extWallConcrete,O1_extWallWood,O1_exteriorInsulation,O1_facadeAsbest,O1_facadeBrick,O1_facadeConcrete,O1_facadeWood,O1_floorHeat,O1_individualCooling,O1_insulationOther,O1_intWallBrick,O1_intWallConcrete,O1_intWallGypsum,O1_intWallWood,O1_interiorInsulation,O1_natVentAut,O1_natVentman,O1_noCooling,O1_radiators,O1_renovationYear,O1rur_agr,O1rur_com,O1rur_ind,O1rur_nurb,O1suburb_com,O1suburb_indus,O1suburb_res,O1urb_com,O1urb_indus,O1urb_res,O2_constructionActivities,O2_emergencyGenerators,O2_garbageDumpsters,O2_heavyTraffic,O2_noOutdoorContSources,O2_powerPlants,O2_smokeStack,O3_deskWash,O3_envMat,O3_floorMope,O3_floorVacuum,O3_winWash,OO_buildingID,OO_buildingTypology,officeID,O2_windowOrientation,O2_floorArea,O2_ceilHeight,O2_officeType,O2_noWorkstations,O2_noOccupiedWorkstations,O2_noWinExt,O2_noOpWin,O2_viewGreenNature,O2_winArea,O2_viewRoadParking,O2_opWin,O2_winShades,O2_winShadePercentage,O2_crackWinPaint,O2_viewOtherBuildings,O2_paintWallboard,O2_paintDetachWidth,O2_paintDetachHeight,O2_fabric,O2_metal,O2_wallpaper,O2_otherWallCov,O2_otherWallCovComment,O2_woodPanels,O2_wallMoistureWidth,O2_wallMoistureHeight,O2_wallMouldWidth,O2_wallMouldHeight,O2_suspendedCeiling,O2_suspendedCeilingComment,O2_ceilingFabric,O2_ceilingMetal,O2_ceilingConcrete,O2_ceilingBoards,O2_ceilingWoodPanels,O2_ceilingMoistureWidth,O2_ceilingMoistureHeight,O2_ceilingMouldWidth,O2_ceilingMouldHeight,O2_otherCeiling,O2_otherCeilingComment,O2_floorCarpet,O2_floorPlastic,O2_floorWood,O2_floorConcrete,O2_floorDetachWidth,O2_floorDetachHeight,O2_floorDiscolorHeight,O2_floorDiscolorWidth,O2_floorScratchHeight,O2_floorScratchWidth,O2_lightLED,O2_lightIncan,O2_lightFlour,O2_desklight,O2_noSupplyDevices,O2_ventWallGrill,O2_ventLinCeilDif,O2_ventLowFloorGrill,O2_ventLuminaires,O2_ventSideWallDif,O2_ventPerfCeiling,O2_ventFloorReg,O2_ventFloorDif,O2_ventFancoil,O2_ventRoundDif,O2_ventOther,O2_ventNoSupply,O2_noReturnDevices,O2_ventReturnCeilGrill,O2_ventReturnCeilSlot,O2_ventReturnSlotsLum,O2_ventReturnFloorGrill,O2_ventReturnSideGrill,O2_ventReturnOther,O2_ventNoReturn,O2_noSpaceHeaters,O2_noSpaceHeatersInUse,O2_otherGreenPlants,O2_otherArt,O2_otherWallColor,O2_otherWaterEl,O2_otherLounge,O2_otherOther,O2_noHumidifiersInUse,O2_noDehumidifiersInUse,O2_noDeskfansInUse
103_E2021,False,False,True,False,1972.0,True,False,False,False,False,False,False,False,True,False,False,False,False,,True,False,True,False,False,False,True,True,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,onceWeek,moreThan50%,never,onceWeek,onceWeek,103_E2021,5,103_E2021c,East,22.0,2.5,shared,2.0,1.0,3,2.0,False,,True,50.0,I think and ext,100.0,no,True,True,,,False,False,False,False,,False,,,,,True,,False,False,False,False,False,,,,,False,,True,False,False,False,,,,,,,False,False,True,none,,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,True,,,True,False,False,False,False,False,,,
104,False,False,False,False,1986.0,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,True,False,True,False,True,True,True,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2-4,lessThan50%,2-4,2-4,2-4,104,6,104a,East,75.516,2.271,openPartitions,4.0,3.0,5,5.0,False,7.73,False,100.0,Interior blinds,100.0,no,True,True,,,False,False,False,False,,False,,,,,False,,False,False,False,True,False,,,,,True,Akustik loft,True,True,False,False,,,,,,,True,False,False,none,None,False,False,False,False,False,False,False,False,False,False,False,True,None,False,False,False,False,False,False,True,5,5,True,True,False,False,True,False,0.0,0.0,0.0
104,False,False,False,False,1986.0,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,True,False,True,False,True,True,True,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2-4,lessThan50%,2-4,2-4,2-4,104,6,104b,West,51.4,2.37,openPartitions,2.0,2.0,3,3.0,False,5.46,True,100.0,Interior blinds,100.0,no,True,True,,,False,False,False,False,,False,,,,,False,,False,False,False,True,False,,,,,True,Akustik lofter,True,False,False,False,,,,,,,True,False,False,none,None,False,False,False,False,False,False,False,False,False,False,False,True,None,False,False,False,False,False,False,True,2,2,True,True,False,True,True,False,0.0,0.0,0.0
105,False,False,True,False,2009.0,False,False,False,True,False,False,False,False,True,False,False,False,False,,True,False,False,False,False,False,True,True,True,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,onceWeek,moreThan50%,secondWeek,onceWeek,onceWeek,105,7,105a,North,100.0,3.028,openPartitions,9.0,3.0,18,10.0,False,17.47,True,47.0,Blinds,85.0,no,False,True,,,False,False,False,False,,False,,,,,False,,False,False,False,False,False,,,,,True,Akustik loft,False,False,True,False,,,,,,,True,False,False,none,0,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,4,,True,True,False,False,False,False,,,
301_E2021,False,False,True,False,1988.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,False,True,True,False,False,False,False,False,True,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,onceWeek,moreThan50%,onceWeek,onceWeek,onceWeek,301_E2021,6,301_E2021a,East,13.0,2.5,openPartitions,12.0,9.0,12,,False,19.2,True,,Lamels and external shading,,no,True,True,,,False,False,False,False,,False,,,,,True,,False,False,False,False,False,,,,,False,,True,False,False,False,,,,,,,False,False,True,>50%,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,True,,,True,True,False,False,False,False,,,
301_E2021,False,False,True,False,1988.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,False,True,True,False,False,False,False,False,True,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,onceWeek,moreThan50%,onceWeek,onceWeek,onceWeek,301_E2021,6,301_E2021b,West,,2.5,openPartitions,14.0,11.0,12,,False,,True,,Lamels and external shading,,no,True,False,,,False,False,False,False,,False,,,,,True,,False,False,False,False,False,,,,,False,,True,False,False,False,,,,,,,False,False,True,>50%,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,True,,,True,False,False,False,False,False,,,
301_E2021,False,False,True,False,1988.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,False,True,True,False,False,False,False,False,True,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,onceWeek,moreThan50%,onceWeek,onceWeek,onceWeek,301_E2021,6,301_E2021c,Southeast,,2.5,openPartitions,14.0,12.0,12,,True,,False,,Lamels exterior shading,,no,True,False,,,False,False,False,False,,False,,,,,True,,False,False,False,False,False,,,,,False,,True,False,False,False,,,,,,,False,False,True,<50%,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,True,,,True,False,False,False,False,False,,,
301_E2021,False,False,True,False,1988.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,False,True,True,False,False,False,False,False,True,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,onceWeek,moreThan50%,onceWeek,onceWeek,onceWeek,301_E2021,6,301_E2021d,North,13.0,2.5,single,1.0,0.0,2,,False,1.5,True,,Lamels,,no,False,False,,,False,False,False,False,,False,,,,,True,,False,False,False,False,False,,,,,False,,True,False,False,False,,,,,,,False,False,True,none,1.0,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,True,,,False,False,False,False,True,False,,,
305A,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,305b,West,23.0,2.7,shared,3.0,3.0,3,3.0,False,1.2,False,50.0,Light Curtains,100.0,no,True,False,,,False,False,True,False,,False,,,,,False,,False,True,False,False,False,,,,,False,,True,False,False,False,,,,,,,True,False,False,>50%,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,True,2,2,True,True,False,False,False,False,0.0,0.0,
305A,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,305c,0,43.5,2.7,shared,8.0,2.0,6,2.0,False,1.2,False,50.0,Curtains,100.0,no,True,False,,,False,False,True,False,,False,,,,,False,,False,True,False,False,False,,,,,False,,True,True,False,False,,,,,,,True,False,False,>50%,,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,True,2,2,True,True,False,False,False,False,,,
305A,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,305d,West,29.0,2.7,,,,3,1.0,False,1.2,False,50.0,Curtains,100.0,no,True,False,,,False,False,True,False,,False,,,,,True,,False,True,False,False,False,,,,,False,,True,False,False,False,,,,,,,True,False,False,,,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,True,1,1,True,True,False,False,False,False,,,
305A,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,305e,West,35.0,2.7,shared,4.0,2.0,5,3.0,False,1.2,False,50.0,Curtains,100.0,no,True,False,,,True,False,False,False,,False,,,,,True,,False,False,False,False,False,,,,,False,,True,False,False,False,,,,,,,True,False,False,>50%,,False,False,False,False,False,False,False,False,True,False,False,True,,False,False,False,False,False,False,True,2,2,True,True,False,False,False,False,,,
305A,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,305f,East,15.0,2.7,single,1.0,1.0,1,1.0,False,1.2,False,50.0,Curtains,100.0,no,True,False,,,False,False,True,False,,False,,,,,True,,False,True,False,False,False,,,,,False,,True,False,False,False,,,,,,,True,False,False,none,,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,True,1,1,False,True,False,False,False,False,,,
305A,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,305g,East,20.0,2.7,single,1.0,1.0,3,1.0,False,1.2,False,50.0,Curtains,100.0,no,True,False,,,False,False,True,False,,False,,,,,True,,False,True,False,False,False,,,,,False,,True,False,False,False,,,,,,,True,False,False,none,,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,True,1,1,False,True,False,False,False,False,,,
305A,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,305h,East,15.0,2.7,single,1.0,2.0,1,1.0,False,1.2,False,50.0,Curtains,100.0,no,True,False,,,False,False,True,False,,False,,,,,True,,False,True,False,False,False,,,,,False,,True,False,False,False,,,,,,,True,False,False,all,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1,1,True,True,False,False,False,False,,,
305A,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,305i,East,32.5,2.7,,,,2,2.0,False,1.3,False,50.0,Curtains,100.0,no,True,False,,,True,False,False,False,,False,,,,,True,,False,False,False,False,False,,,,,False,,False,False,False,False,,,,,,,True,False,False,none,,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,True,2,2,False,True,False,False,False,False,,,
306,False,False,False,False,1985.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,everyDay,,onceMonth,everyDay,,306,6,3060A,Southeast,13.7,2.5,single,1.0,1.0,2,2.0,False,1.3,False,,Blinds,,no,True,True,,,False,False,False,False,,False,,,,,True,,False,False,False,False,False,,,,,False,,True,False,False,False,,,,,,,False,False,True,all,1.0,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,True,2,,True,True,False,False,False,False,,,
306,False,False,False,False,1985.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,everyDay,,onceMonth,everyDay,,306,6,3060B,Northwest,19.7,2.5,shared,2.0,1.0,3,,False,1.7,False,,Blinds,,no,True,True,,,False,False,False,False,,False,,,,,True,,False,False,False,False,False,,,,,False,,True,False,False,False,,,,,,,False,False,True,all,0.0,False,False,False,False,False,False,False,False,False,False,False,True,0.0,False,False,False,False,False,False,True,3,,True,True,False,False,False,False,,,
306,False,False,False,False,1985.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,everyDay,,onceMonth,everyDay,,306,6,3061A,East,27.7,2.5,shared,3.0,1.0,4,,False,1.9,False,,Blinds,,no,False,True,,,False,False,False,False,,False,,,,,True,,False,False,False,False,False,,,,,False,,True,False,False,False,,,,,,,False,False,True,<50%,,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,True,4,,True,True,False,False,False,False,,,
307,False,False,True,False,1981.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,True,False,True,False,False,False,False,True,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,onceWeek,none,onceWeek,onceWeek,lessFreq,307,6,307a,Southwest,187.0,2.455,openPartitions,16.0,6.0,16,,False,21.2,False,,Manual exterior solar shadin,100.0,no,True,True,,,False,False,False,False,,False,37.0,23.0,,,False,,False,False,False,False,False,,,,,False,Troldtægt (træbeton),True,False,False,False,,,,,,,False,False,True,none,11,False,False,False,False,False,False,False,False,False,True,False,False,3,False,False,False,False,True,False,False,,,True,False,False,False,False,False,,,
308A,False,False,True,False,1991.0,True,False,False,False,True,False,False,False,False,True,False,False,False,,False,True,False,False,False,False,True,False,True,2013,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,2-4,100%,2-4,2-4,2-4,308A,5,308Aa,South,65.4,2.508,openPartitions,10.0,8.0,4,4.0,False,1.43,True,100.0,Overhang. interior blinds,0.0,no,True,True,,,False,False,False,False,,False,,,,,True,About 30 cm,False,False,False,False,False,,,,,False,,False,False,True,False,,,,,,,True,False,False,all,2,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,True,False,0,0,True,False,False,False,False,False,0.0,0.0,0.0
308A,False,False,True,False,1991.0,True,False,False,False,True,False,False,False,False,True,False,False,False,,False,True,False,False,False,False,True,False,True,2013,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,2-4,100%,2-4,2-4,2-4,308A,5,308Ab,West,145.8,2.492,openPartitions,22.0,14.0,10,6.0,False,11.85,True,72.0,Interior blinds,97.0,no,True,True,,,False,False,False,False,,False,,,,,True,Only Half has suspended,False,False,False,False,False,,,,,False,,False,False,True,False,,,,,,,True,False,False,none,1,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,True,0,0,True,True,False,False,False,False,0.0,0.0,0.0
308B,False,True,True,False,1926.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,True,True,False,False,False,True,False,True,1972,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,2-4,moreThan50%,2-4,lessFreq,secondWeek,308B,0,308Ba,Northwest,98.0,2.4,openPartitions,12.0,5.0,5,11.0,False,1.904,True,100.0,Blinds,100.0,no,True,True,,,False,False,False,False,,False,,,,,True,Acoustical panels,False,False,False,False,False,,,,,False,,False,False,False,False,,,,,,,False,True,False,all,4,False,False,False,False,False,False,False,False,False,True,False,False,4.0,False,False,False,False,False,True,False,4,4,True,True,False,False,True,False,,,0.0
308B,False,True,True,False,1926.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,True,True,False,False,False,True,False,True,1972,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,2-4,moreThan50%,2-4,lessFreq,secondWeek,308B,0,308Bb,Northeast,17.5,2.5,shared,4.0,2.0,1,1.0,True,1.84,False,100.0,Blinds,100.0,no,True,True,,,False,False,False,False,,False,,,,,True,Acoustic tiles,False,False,False,False,False,,,,,False,,False,False,False,False,,,,,,,False,True,False,all,0,False,False,False,False,False,False,False,False,False,False,False,True,0.0,False,False,False,False,False,False,True,1,0,False,False,False,False,False,False,0.0,0.0,0.0
309,False,False,True,True,1991.0,False,True,False,True,False,False,False,False,True,False,False,False,False,,False,False,True,False,False,False,False,False,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,309,6,309a,Southeast,111.583,3.256,openNoPartitions,14.0,7.0,6,6.0,False,9.492,False,100.0,Blinds,100.0,no,True,True,,,False,False,False,False,,False,,,,,True,Akustikpaneler,False,False,True,False,False,,,,,False,,True,False,True,False,,,,,,,True,False,False,none,8,False,False,False,False,False,False,False,False,False,True,False,False,1,True,False,False,False,False,False,False,6,,False,True,False,False,False,False,,,
309,False,False,True,True,1991.0,False,True,False,True,False,False,False,False,True,False,False,False,False,,False,False,True,False,False,False,False,False,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,309,6,309b,Southeast,251.08,3.228,openNoPartitions,35.0,19.0,42,29.0,False,32.646,False,70.0,Blinds. interior or exterior,100.0,no,True,True,,,False,False,False,False,,False,,,,,True,Akustik paneler,False,False,True,False,False,,,,,False,,True,False,True,False,,,,,,,True,False,False,none,17,False,False,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,13,13.0,True,True,False,False,True,False,,,
309,False,False,True,True,1991.0,False,True,False,True,False,False,False,False,True,False,False,False,False,,False,False,True,False,False,False,False,False,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,309,6,309c,Northwest,105.881,3.257,openNoPartitions,16.0,8.0,6,6.0,False,9.492,True,100.0,,0.0,no,True,True,,,False,False,False,False,,False,,,,,True,Akustik loft,False,False,True,False,False,,,,,False,,False,False,True,False,,,,,,,True,False,False,none,6,False,False,False,False,False,False,False,False,False,True,False,False,1,True,False,False,False,False,False,False,6,6.0,True,False,False,False,False,False,,,
310,False,False,True,False,1893.0,False,False,False,False,True,False,False,False,True,False,False,False,False,,False,True,True,False,False,False,True,True,True,1986,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2-4,100%,never,2-4,onceWeek,310,3,310a,East,192.0,2.96,openPartitions,26.0,18.0,10,9.0,False,25.44,True,90.0,Blinds,100.0,little,True,False,,,False,False,False,False,,False,,,,,False,,False,False,False,False,False,,,,,False,,True,False,True,False,,,,,,,False,True,False,all,0,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,10,7,False,True,False,False,True,False,,,0.0
310,False,False,True,False,1893.0,False,False,False,False,True,False,False,False,True,False,False,False,False,,False,True,True,False,False,False,True,True,True,1986,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2-4,100%,never,2-4,onceWeek,310,3,310b,0,31.0,3.042,single,2.0,0.0,3,2.0,True,3.81,False,66.67,Blinds,100.0,little,True,True,,,False,False,False,False,,False,,,,,False,,False,False,False,False,False,,,,,True,Gypsum board,True,False,False,False,,,,,,,False,True,False,50%,0,True,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,False,False,1,0,False,False,False,False,True,False,0.0,0.0,0.0
311,True,False,True,False,1926.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,True,True,False,False,False,True,True,True,1972,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,2-4,moreThan50%,2-4,lessFreq,secondWeek,311,3,311a,Northwest,98.0,2.4,openPartitions,12.0,5.0,5,5.0,False,9.52,False,100.0,Blinds,100.0,no,True,False,,,False,False,False,True,Gypsum,False,,,,,True,Acoustic panels,False,False,False,False,False,,,,,False,,False,False,False,False,,,,,,,False,True,False,all,4,False,False,False,False,False,False,False,False,False,True,False,False,4,False,False,False,False,False,True,False,4,4,True,True,False,False,True,False,0.0,0.0,0.0
311,True,False,True,False,1926.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,True,True,False,False,False,True,True,True,1972,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,2-4,moreThan50%,2-4,lessFreq,secondWeek,311,3,311b,Northeast,17.5,2.5,shared,4.0,2.0,1,1.0,True,1.84,False,100.0,Blinds,100.0,no,True,False,,,False,False,False,True,Gypsum,False,,,,,True,Acoustic panels,False,False,False,False,False,,,,,False,,False,False,False,False,,,,,,,False,True,False,all,0,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,True,1,0,False,False,False,False,False,True,0.0,0.0,0.0
312,False,False,True,False,1995.0,False,False,False,True,True,False,False,False,True,False,False,False,False,,True,True,True,True,False,False,True,True,True,2011,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,everyDay,100%,onceWeek,everyDay,2-4,312,6,312a,Northeast,115.6,2.56,openPartitions,16.0,9.0,18,18.0,True,29.5,False,100.0,Blinds,100.0,no,True,True,,,False,False,False,True,Painted concrete,False,,,,,True,Acoustic panels,False,False,False,False,True,,,,,False,,False,False,False,False,,,,,,,False,True,False,<50%,0,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,True,7,4,True,True,True,False,True,False,0.0,0.0,0.0
312,False,False,True,False,1995.0,False,False,False,True,True,False,False,False,True,False,False,False,False,,True,True,True,True,False,False,True,True,True,2011,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,everyDay,100%,onceWeek,everyDay,2-4,312,6,312b,Southwest,32.72,2.56,shared,4.0,3.0,6,6.0,True,9.88,False,100.0,Blinds,100.0,no,True,True,,,False,False,False,True,Gypsum ,False,,,,,True,Perforated acoustic panels,False,False,False,False,True,,,,,False,,False,False,False,False,,,,,,,False,True,False,all,0,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,True,2,2,True,True,False,False,False,True,0.0,0.0,0.0
312,False,False,True,False,1995.0,False,False,False,True,True,False,False,False,True,False,False,False,False,,True,True,True,True,False,False,True,True,True,2011,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,everyDay,100%,onceWeek,everyDay,2-4,312,6,312c,Northeast,26.0,2.56,shared,4.0,4.0,5,5.0,True,8.2,False,100.0,5,100.0,no,True,True,,,False,False,False,True,Concrete. gypsum,False,,,,,True,Acoustic panels,False,False,False,False,False,,,,,False,,False,False,False,False,,,,,,,False,True,False,>50%,0,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,True,2,1,False,True,False,False,False,True,0.0,0.0,0.0
313,True,False,True,True,1963.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,False,False,True,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2-4,100%,never,2-4,2-4,313,5,313a,South,86.1,2.6,openPartitions,9.0,3.0,6,6.0,False,38.1,True,100.0,Exterior blinds,100.0,no,True,True,,,False,False,False,True,Gypsum. plasterboard,False,,,,,True,,False,False,False,True,True,,,,,False,,True,False,True,False,,,,,,,False,True,False,all,5,False,False,False,False,True,False,False,False,False,True,False,False,4,True,False,False,False,False,False,False,8,0,True,True,True,False,False,False,0.0,0.0,0.0
313,True,False,True,True,1963.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,False,False,True,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2-4,100%,never,2-4,2-4,313,5,313b,North,44.5,2.64,openNoPartitions,5.0,3.0,3,3.0,True,16.8,True,100.0,External blinds,100.0,no,True,True,,,False,False,False,False,Gypsum. plasterboard,False,,,,,True,,False,False,False,False,True,,,,,False,,True,False,False,False,,,,,,,False,True,False,all,3,False,False,False,False,False,True,False,False,False,False,False,False,2,True,False,False,False,False,False,False,3,0,True,True,True,False,True,False,0.0,0.0,0.0
313,True,False,True,True,1963.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,False,False,True,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2-4,100%,never,2-4,2-4,313,5,313c,North,58.9,2.63,openNoPartitions,8.0,5.0,4,4.0,False,22.4,True,100.0,Blinds,100.0,no,True,True,,,False,False,False,False,Gypsum. plasterboard ,False,,,,,True,,False,False,False,False,True,,,,,False,,True,False,False,False,,,,,,,False,True,False,>50%,4,False,False,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,False,True,4,0,True,True,True,False,False,False,0.0,0.0,0.0
313,True,False,True,True,1963.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,False,False,True,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2-4,100%,never,2-4,2-4,313,5,313d,South,25.1,2.62,shared,3.0,1.0,2,2.0,False,11.2,True,100.0,External blinds,100.0,no,True,True,,,False,False,False,True,Gypsum. plasterboard ,False,,,,,True,,False,False,False,True,True,,,,,False,,False,False,True,False,,,,,,,False,True,False,none,1,False,False,False,False,False,True,False,False,False,False,False,False,1,True,False,False,False,False,False,False,2,0,True,True,True,False,False,False,0.0,0.0,0.0
313,True,False,True,True,1963.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,False,False,True,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2-4,100%,never,2-4,2-4,313,5,313e,North,35.6,2.65,shared,5.0,1.0,2,2.0,False,11.2,True,100.0,Blinds,100.0,no,True,True,,,False,False,False,True,Gypsum. plasterboard ,False,,,,,True,,False,False,False,True,True,,,,,False,,True,False,False,False,,,,,,,False,True,False,none,2,False,False,False,False,False,True,False,False,False,False,False,False,1,True,False,False,False,False,False,False,2,0,True,True,True,False,False,False,0.0,0.0,0.0
313,True,False,True,True,1963.0,False,True,False,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,False,False,True,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2-4,100%,never,2-4,2-4,313,5,313f,South,65.1,2.58,openPartitions,10.0,2.0,3,3.0,True,16.8,True,100.0,External blinds,100.0,no,True,True,,,False,False,False,True,Gypsum. plasterboard ,False,,,,,True,,False,False,False,True,True,,,,,False,,False,False,True,False,,,,,,,False,True,False,none,3,False,False,False,False,False,True,False,False,False,False,False,False,1,True,False,False,False,False,False,False,4,1,True,True,True,False,False,False,0.0,0.0,0.0
