CO2_mean,RH_mean,T_mean,light_mean,sound_mean,sex,indoorClimate,Window Area,Office volume,Number of supply devices,Floor mopping frequency,viewGreenNature,talk
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,41.48813982521848,Female,0.0,38.1,223.86,5.0,0.0,False,True
576.187866927593,25.28053571428579,22.581719924812088,360.1842105263158,45.8515037593985,Female,0.0,16.8,117.48,3.0,0.0,True,False
576.187866927593,25.28053571428579,22.581719924812088,360.1842105263158,45.8515037593985,Female,1.0,16.8,117.48,3.0,0.0,True,False
531.02634467618,22.874447646493813,24.24829010566768,438.7339097022094,41.525456292026895,Female,0.0,16.8,167.958,3.0,0.0,True,False
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,41.48813982521848,Male,0.0,38.1,223.86,5.0,0.0,False,False
506.5978835978836,23.807476538060524,23.887351407716423,193.36183524504693,42.99374348279458,Female,1.0,22.4,154.90699999999998,4.0,0.0,False,False
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,41.48813982521848,Female,0.0,38.1,223.86,5.0,0.0,False,True
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,41.96455223880597,Male,1.0,1.95,32.1552,0.0,4.0,False,False
954.179540636041,14.841704946996469,22.41729484902308,1368.6531802120126,41.96455223880597,Female,0.0,5.85,131.56,0.0,4.0,True,False
908.9140138408308,14.499349480968858,22.438934256055365,679.2152249134961,41.96455223880597,Female,0.0,1.94,32.1552,0.0,4.0,False,True
954.179540636041,14.841704946996469,22.41729484902308,1368.6531802120126,41.96455223880597,Female,0.0,5.85,131.56,0.0,4.0,True,True
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,41.96455223880597,Male,0.0,1.95,32.1552,0.0,4.0,False,True
925.6856506849316,14.297058219178084,23.07080993150684,2137.917294520548,41.96455223880597,Female,0.0,3.9,43.57600000000001,0.0,4.0,True,True
925.6856506849316,14.297058219178084,23.07080993150684,2137.917294520548,41.96455223880597,,0.0,3.9,43.57600000000001,0.0,4.0,True,False
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,41.96455223880597,Male,0.0,1.95,32.1552,0.0,4.0,False,False
844.4010139860138,12.398601398601391,23.816349650349657,1025.5772727272715,41.96455223880597,Male,1.0,1.95,32.1552,0.0,4.0,True,False
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,41.96455223880597,Female,0.0,1.95,32.1552,0.0,4.0,False,True
925.6856506849316,14.297058219178084,23.07080993150684,2137.917294520548,41.96455223880597,Female,0.0,3.9,43.57600000000001,0.0,4.0,True,False
908.9140138408308,14.499349480968858,22.438934256055365,679.2152249134961,41.96455223880597,Female,0.0,1.94,32.1552,0.0,4.0,False,True
809.8974462365592,23.6802694892473,24.546841263440893,994.4988172043022,41.96455223880597,Male,1.0,5.7,57.2,0.0,0.0,False,False
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,41.96455223880597,Male,0.0,13.0,229.88,0.0,0.0,False,True
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,41.96455223880597,Female,0.0,13.0,229.88,0.0,0.0,False,True
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,41.96455223880597,Male,0.0,13.0,229.88,0.0,0.0,False,False
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,41.96455223880597,Female,1.0,13.0,229.88,0.0,0.0,False,False
617.7592119565218,20.418541847826088,21.411473369565265,1019.3697391304362,41.96455223880597,Male,1.0,2.1,43.5,0.0,0.0,False,False
617.7592119565218,20.418541847826088,21.411473369565265,1019.3697391304362,41.96455223880597,Male,0.0,2.1,43.5,0.0,0.0,False,False
617.7592119565218,20.418541847826088,21.411473369565265,1019.3697391304362,41.96455223880597,Male,1.0,1.3,24.84,0.0,0.0,False,False
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,41.96455223880597,Male,1.0,13.0,229.88,0.0,0.0,False,False
656.1567105263157,18.130415413533846,23.17126691729323,310.34003759398445,41.96455223880597,Male,0.0,6.6,97.46,3.0,5.0,False,True
748.8005628517832,22.75653470919326,22.948853658536592,482.0711069418388,41.96455223880597,Male,1.0,1.04,19.58,1.0,5.0,True,False
656.1567105263157,18.130415413533846,23.17126691729323,310.34003759398445,41.96455223880597,Male,0.0,6.6,97.46,3.0,5.0,False,True
656.1567105263157,18.130415413533846,23.17126691729323,310.34003759398445,41.96455223880597,Female,0.0,6.6,97.46,3.0,5.0,False,True
1165.1538122605368,26.04486206896549,23.005206896551755,430.12088122605377,41.96455223880597,Female,0.0,2.0,32.1552,0.0,0.0,True,True
1165.1538122605368,26.04486206896549,23.005206896551755,430.12088122605377,41.96455223880597,Male,1.0,2.0,32.1552,0.0,0.0,True,True
780.4915076335889,22.06914312977099,23.586534351145023,428.0082061068703,41.96455223880597,Female,0.0,6.0,100.0,0.0,0.0,True,True
780.4915076335889,22.06914312977099,23.586534351145023,428.0082061068703,41.96455223880597,Female,0.0,6.0,100.0,0.0,0.0,True,False
850.5679245283011,21.44712075471696,21.474692452830137,287.80018867924537,41.96455223880597,Male,1.0,1.67,31.980000000000004,0.0,0.0,True,False
1255.3431499051242,27.684220113852007,23.08608918406073,539.9766603415559,41.96455223880597,Male,0.0,5.0,73.25,0.0,0.0,False,False
1165.1538122605368,26.04486206896549,23.005206896551755,430.12088122605377,41.96455223880597,Female,0.0,2.0,32.1552,0.0,0.0,True,True
1255.3431499051242,27.684220113852007,23.08608918406073,539.9766603415559,41.96455223880597,Male,0.0,5.0,73.25,0.0,0.0,False,False
1255.3431499051242,27.684220113852007,23.08608918406073,539.9766603415559,41.96455223880597,Female,0.0,5.0,73.25,0.0,0.0,False,False
780.4915076335889,22.06914312977099,23.586534351145023,428.0082061068703,41.96455223880597,Male,0.0,6.0,100.0,0.0,0.0,True,False
885.5085370994941,29.58103709949411,22.61484485666104,890.4180438448573,41.96455223880597,Male,0.0,2.4,44.72,0.0,0.0,False,True
720.1462877516778,30.982347245408985,22.91385308848077,402.6681135225375,41.96455223880597,Female,0.0,3.1,52.78,0.0,0.0,False,False
503.2570382882883,26.05960200825828,21.91170251501499,1019.2070570570572,41.96455223880597,Male,1.0,3.0,29.9,2.0,5.0,False,False
479.2379591454273,23.283631840329875,22.966549287856065,748.8475262368814,41.96455223880597,Female,1.0,8.0,134.16,6.0,5.0,False,False
479.2379591454273,23.283631840329875,22.966549287856065,748.8475262368814,41.96455223880597,Male,1.0,8.0,134.16,6.0,5.0,False,True
509.4986392642643,20.940790728228222,24.3076834647147,656.8644144144146,41.96455223880597,Male,0.0,6.0,92.56,5.0,5.0,False,False
479.2379591454273,23.283631840329875,22.966549287856065,748.8475262368814,41.96455223880597,Female,0.0,8.0,134.16,6.0,5.0,False,False
509.4986392642643,20.940790728228222,24.3076834647147,656.8644144144146,41.96455223880597,Female,1.0,6.0,92.56,5.0,5.0,False,True
632.7636318897638,28.98413484251965,22.20689783464567,371.6359055118109,41.96455223880597,Male,1.0,3.75,94.76,0.0,5.0,False,False
697.6933127980922,26.687096726190465,24.8117465277778,995.532063492064,41.96455223880597,Male,0.0,3.75,80.73,4.0,5.0,False,False
697.6933127980922,26.687096726190465,24.8117465277778,995.532063492064,41.96455223880597,Male,0.0,3.75,80.73,4.0,5.0,False,False
960.9466497747748,18.48746171171169,23.807023836336352,565.5121621621624,41.96455223880597,Female,1.0,9.6,73.5,0.0,1.0,False,True
960.9466497747748,18.48746171171169,23.807023836336352,565.5121621621624,41.96455223880597,Female,0.0,9.6,73.5,0.0,1.0,False,True
960.9466497747748,18.48746171171169,23.807023836336352,565.5121621621624,41.96455223880597,Male,1.0,9.6,73.5,0.0,1.0,False,True
1085.1134572072071,28.633301238738703,22.9803734984985,1061.9627627627654,41.96455223880597,Female,0.0,6.0,71.5,0.0,1.0,False,False
515.1016791044776,30.657369597615496,23.30833830104321,845.8836065573782,41.96455223880597,Male,1.0,6.0,97.24,2.0,0.0,False,False
647.9315707620528,27.64302954898908,24.276315707620512,398.9384136858474,41.96455223880597,,0.0,4.7,45.0,0.0,0.0,False,False
647.9315707620528,27.64302954898908,24.276315707620512,398.9384136858474,41.96455223880597,Female,0.0,4.7,45.0,0.0,0.0,False,True
577.6227876106195,26.633364269141488,24.63177378190257,521.8294663573084,41.96455223880597,Male,1.0,7.4,50.75,0.0,0.0,False,False
1613.1595,29.19847839999998,24.245499199999973,841.0848000000011,41.96455223880597,Female,0.0,17.3,242.2,0.0,0.0,True,True
1613.1595,29.19847839999998,24.245499199999973,841.0848000000011,41.96455223880597,Male,1.0,17.3,242.2,0.0,0.0,True,False
1613.1595,29.19847839999998,24.245499199999973,841.0848000000011,41.96455223880597,Female,0.0,17.3,242.2,0.0,0.0,True,True
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,41.96455223880597,Female,0.0,6.0,138.75,2.0,0.0,False,False
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,41.96455223880597,Female,0.0,6.0,138.75,2.0,0.0,False,False
700.9924599434496,31.795241545893685,21.95244426494346,244.86328502415464,41.96455223880597,Female,0.0,3.0,35.0,0.0,0.0,True,False
700.9924599434496,26.31400000000004,24.00795022624434,258.6858220211162,41.96455223880597,Male,1.0,5.4,198.0,0.0,5.0,True,False
700.9924599434496,26.31400000000004,24.00795022624434,258.6858220211162,41.96455223880597,Female,1.0,5.4,198.0,0.0,5.0,True,True
470.1211949685521,21.37941666666668,25.394481132075462,1248.2003144654095,41.96455223880597,Male,1.0,5.1,42.38,1.0,5.0,True,False
580.7674352134146,22.33347713414636,24.71632926829269,723.7321646341472,41.96455223880597,Male,1.0,6.0,56.0,1.0,5.0,True,False
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,41.96455223880597,Male,1.0,7.3,38.25,1.0,5.0,True,False
528.8330757341577,25.321955859969567,24.372756468797547,1759.1150684931497,41.96455223880597,Male,1.0,4.8,39.0,1.0,5.0,True,False
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,41.96455223880597,Male,1.0,7.3,38.25,1.0,5.0,True,False
528.8330757341577,25.321955859969567,24.372756468797547,1759.1150684931497,41.96455223880597,Male,1.0,4.8,39.0,1.0,5.0,True,False
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,41.96455223880597,,1.0,7.3,38.25,1.0,5.0,True,False
580.7674352134146,22.33347713414636,24.71632926829269,723.7321646341472,41.96455223880597,Male,1.0,6.0,56.0,1.0,5.0,True,False
580.7674352134146,22.33347713414636,24.71632926829269,723.7321646341472,41.96455223880597,Male,1.0,6.0,56.0,1.0,5.0,True,False
930.7130496742672,31.95918668831168,21.1383814935065,1136.7311688311695,41.96455223880597,Male,1.0,3.2,57.75,0.0,5.0,False,False
930.7130496742672,31.95918668831168,21.1383814935065,1136.7311688311695,41.96455223880597,Female,0.0,3.2,57.75,0.0,5.0,False,True
736.9197899505766,29.07190115321254,21.48459472817133,838.6476112026357,41.96455223880597,Male,1.0,6.4,58.75,0.0,5.0,False,False
748.9925203252025,22.99984602917341,25.03801620745545,2654.9677471636955,41.96455223880597,Male,0.0,3.2,45.75,0.0,5.0,False,False
748.9925203252025,22.99984602917341,25.03801620745545,2654.9677471636955,41.96455223880597,Female,0.0,3.2,45.75,0.0,5.0,False,False
