CO2_mean,RH_mean,T_mean,light_mean,sex,s0_better,Office volume,eyeWear
564.4222222222222,21.565740740740743,24.32500000000002,134.82962962962964,Male,0,77.49000000000001,Glasses_contacts
606.615238095238,21.73438077634011,23.78022181146025,398.6395563770795,Female,0,102.6,None
609.5822550831793,21.12957486136787,24.44343807763408,251.2162661737523,Male,0,76.68,Glasses_contacts
564.4222222222222,21.565740740740743,24.32500000000002,134.82962962962964,Male,0,77.49000000000001,
629.4061224489795,21.595009242144204,23.82975970425141,184.2181146025878,Female,0,37.260000000000005,Glasses_contacts
564.4222222222222,21.565740740740743,24.32500000000002,134.82962962962964,,0,77.49000000000001,Glasses_contacts
606.615238095238,21.73438077634011,23.78022181146025,398.6395563770795,Male,0,102.6,Glasses_contacts
606.615238095238,21.73438077634011,23.78022181146025,398.6395563770795,Female,0,102.6,Glasses_contacts
629.4061224489795,21.595009242144204,23.82975970425141,184.2181146025878,Male,0,37.260000000000005,Glasses_contacts
609.5822550831793,21.12957486136787,24.44343807763408,251.2162661737523,Male,0,76.68,None
609.5822550831793,21.12957486136787,24.44343807763408,251.2162661737523,Male,0,76.68,None
606.615238095238,21.73438077634011,23.78022181146025,398.6395563770795,Male,0,102.6,Glasses_contacts
606.615238095238,21.73438077634011,23.78022181146025,398.6395563770795,Female,1,102.6,None
609.5822550831793,21.12957486136787,24.44343807763408,251.2162661737523,Male,0,76.68,Glasses_contacts
564.4222222222222,21.565740740740743,24.32500000000002,134.82962962962964,Female,0,77.49000000000001,Glasses_contacts
606.615238095238,21.73438077634011,23.78022181146025,398.6395563770795,Female,0,102.6,Glasses_contacts
629.4061224489795,21.595009242144204,23.82975970425141,184.2181146025878,Male,0,37.260000000000005,None
601.35,22.90611111111109,24.371481481481453,480.162962962963,Male,0,34.2,Glasses_contacts
684.8589981447125,22.237707948244,23.43733826247688,1229.079482439926,Male,0,34.2,None
723.56261682243,20.65111111111112,25.13092592592598,417.7851851851852,Male,0,67.5,Glasses_contacts
684.8589981447125,22.237707948244,23.43733826247688,1229.079482439926,Female,0,34.2,Glasses_contacts
706.8333333333334,22.85074074074075,24.30296296296296,803.3,Female,0,51.6,Glasses_contacts
643.3450834879407,24.616326530612245,24.518923933209635,572.9647495361781,Male,0,46.98,None
684.8589981447125,22.237707948244,23.43733826247688,1229.079482439926,Female,0,34.2,Glasses_contacts
886.1209829867674,18.56592592592594,25.639444444444475,760.074074074074,Male,0,50.49,None
643.3450834879407,24.616326530612245,24.518923933209635,572.9647495361781,Female,1,46.98,Glasses_contacts
624.1072088724584,19.04501845018449,25.947232472324725,509.34317343173433,Male,0,30.24,Glasses_contacts
706.8333333333334,22.85074074074075,24.30296296296296,803.3,Female,0,51.6,None
706.8333333333334,22.85074074074075,24.30296296296296,803.3,Female,0,51.6,None
706.8333333333334,22.85074074074075,24.30296296296296,803.3,Female,1,51.6,Glasses_contacts
706.8333333333334,22.85074074074075,24.30296296296296,803.3,Female,0,51.6,None
855.1470361816782,46.45203689469639,26.124673328209106,414.99308224442734,Male,0,54.0,Glasses_contacts
915.2317262830484,48.6596923076923,25.47353846153851,97.81846153846152,Female,1,87.75,Glasses_contacts
668.3826013513514,45.72079439252336,25.627024922118423,621.8411214953271,Female,0,62.1,Glasses_contacts
798.7935034802784,49.03673627223516,25.64447022428464,1087.647331786543,Male,0,94.5,Glasses_contacts
798.7935034802784,49.03673627223516,25.64447022428464,1087.647331786543,Male,0,94.5,None
965.0411622276029,46.12716049382713,26.09205246913581,129.75462962962962,Male,0,117.45,Glasses_contacts
798.7935034802784,49.03673627223516,25.64447022428464,1087.647331786543,Female,0,94.5,Glasses_contacts
668.3826013513514,45.72079439252336,25.627024922118423,621.8411214953271,,0,62.1,Glasses_contacts
798.7935034802784,49.03673627223516,25.64447022428464,1087.647331786543,Male,0,94.5,Glasses_contacts
845.2443181818181,46.239393939393935,23.100757575757573,55.07575757575758,Female,0,34.25,Glasses_contacts
628.93542074364,42.32504854368936,24.63747572815537,147.00194174757283,Female,0,49.25,Glasses_contacts
628.93542074364,42.32504854368936,24.63747572815537,147.00194174757283,Female,1,49.25,Glasses_contacts
628.93542074364,42.32504854368936,24.63747572815537,147.00194174757283,Female,0,49.25,Glasses_contacts
845.2443181818181,46.239393939393935,23.100757575757573,55.07575757575758,Female,0,34.25,None
845.2443181818181,46.239393939393935,23.100757575757573,55.07575757575758,Male,0,34.25,Glasses_contacts
628.93542074364,42.32504854368936,24.63747572815537,147.00194174757283,Female,0,49.25,Glasses_contacts
562.1269379844962,45.090891472868144,23.61579457364339,130.40891472868216,Female,0,69.25,Glasses_contacts
641.953216374269,41.00779727095521,23.45458089668616,276.270955165692,Male,0,459.085,None
641.953216374269,41.00779727095521,23.45458089668616,276.270955165692,Male,0,459.085,None
641.953216374269,41.00779727095521,23.45458089668616,276.270955165692,Male,0,459.085,None
641.953216374269,41.00779727095521,23.45458089668616,276.270955165692,Male,0,459.085,Glasses_contacts
588.261040235525,26.440231696014862,23.53596848934207,143.45319740500463,Male,0,810.4862400000001,None
521.0983302411873,26.65400742115036,23.99749536178119,185.9925788497217,Male,0,363.314248,None
521.0983302411873,26.65400742115036,23.99749536178119,185.9925788497217,Male,0,363.314248,Glasses_contacts
521.0983302411873,26.65400742115036,23.99749536178119,185.9925788497217,Male,0,363.314248,None
521.0983302411873,26.65400742115036,23.99749536178119,185.9925788497217,Male,0,363.314248,None
521.0983302411873,26.65400742115036,23.99749536178119,185.9925788497217,Male,0,363.314248,None
521.0983302411873,26.65400742115036,23.99749536178119,185.9925788497217,,0,363.314248,Glasses_contacts
521.0983302411873,26.65400742115036,23.99749536178119,185.9925788497217,,0,363.314248,None
588.261040235525,26.440231696014862,23.53596848934207,143.45319740500463,Male,0,810.4862400000001,None
911.516069788797,28.29833792470164,24.583305785124,200.90541781450872,Female,1,568.3199999999999,Glasses_contacts
911.516069788797,28.29833792470164,24.583305785124,200.90541781450872,Female,0,568.3199999999999,None
911.516069788797,28.29833792470164,24.583305785124,200.90541781450872,Male,1,568.3199999999999,Glasses_contacts
911.516069788797,28.29833792470164,24.583305785124,200.90541781450872,Male,0,568.3199999999999,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,None
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Male,0,295.936,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,0,66.56,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Male,0,295.936,None
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Male,0,295.936,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Female,0,295.936,None
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Male,1,295.936,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,0,66.56,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Female,0,295.936,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,0,66.56,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,0,66.56,Glasses_contacts
688.4099616858238,27.04713747645958,24.03271186440681,112.79472693032017,Male,0,83.7632,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Female,0,295.936,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Male,0,295.936,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,0,66.56,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,,0,295.936,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,0,66.56,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,1,66.56,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,0,66.56,Glasses_contacts
700.9924599434496,27.41680037313442,23.78522388059708,112.90485074626864,Female,0,295.936,Glasses_contacts
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Female,0,66.56,None
708.3195488721805,27.51826492537316,24.005410447761275,180.9216417910448,Male,0,66.56,Glasses_contacts
506.5978835978836,23.807476538060524,23.887351407716423,193.36183524504693,Male,1,154.90699999999998,Glasses_contacts
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Female,0,223.86,Glasses_contacts
531.02634467618,22.874447646493813,24.24829010566768,438.7339097022094,Female,0,167.958,None
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Female,0,223.86,Glasses_contacts
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Female,1,223.86,Glasses_contacts
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Female,0,223.86,Glasses_contacts
576.187866927593,25.28053571428579,22.581719924812088,360.1842105263158,Female,0,117.48,Glasses_contacts
576.187866927593,25.28053571428579,22.581719924812088,360.1842105263158,Female,0,117.48,Glasses_contacts
531.02634467618,22.874447646493813,24.24829010566768,438.7339097022094,Female,0,167.958,Glasses_contacts
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Male,0,223.86,None
506.5978835978836,23.807476538060524,23.887351407716423,193.36183524504693,Female,0,154.90699999999998,Glasses_contacts
480.6980952380952,24.25803370786516,23.4438826466916,354.3333333333333,Female,1,223.86,Glasses_contacts
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,Male,0,32.1552,Glasses_contacts
954.179540636041,14.841704946996469,22.41729484902308,1368.6531802120126,Female,0,131.56,Glasses_contacts
908.9140138408308,14.499349480968858,22.438934256055365,679.2152249134961,Female,1,32.1552,Glasses_contacts
954.179540636041,14.841704946996469,22.41729484902308,1368.6531802120126,Female,1,131.56,Glasses_contacts
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,Male,1,32.1552,Glasses_contacts
925.6856506849316,14.297058219178084,23.07080993150684,2137.917294520548,Female,1,43.57600000000001,Glasses_contacts
925.6856506849316,14.297058219178084,23.07080993150684,2137.917294520548,,1,43.57600000000001,Glasses_contacts
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,Male,1,32.1552,Glasses_contacts
844.4010139860138,12.398601398601391,23.816349650349657,1025.5772727272715,Male,0,32.1552,Glasses_contacts
977.7389748201437,7.589469424460438,21.23176798561154,734.5616906474834,Female,1,32.1552,Glasses_contacts
925.6856506849316,14.297058219178084,23.07080993150684,2137.917294520548,Female,0,43.57600000000001,None
908.9140138408308,14.499349480968858,22.438934256055365,679.2152249134961,Female,0,32.1552,Glasses_contacts
617.7592119565218,20.418541847826088,21.411473369565265,1019.3697391304362,Male,0,43.5,None
809.8974462365592,23.6802694892473,24.546841263440893,994.4988172043022,Male,0,57.2,Glasses_contacts
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,Male,1,229.88,Glasses_contacts
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,Female,0,229.88,Glasses_contacts
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,Male,0,229.88,Glasses_contacts
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,Female,0,229.88,Glasses_contacts
617.7592119565218,20.418541847826088,21.411473369565265,1019.3697391304362,Male,0,43.5,Glasses_contacts
617.7592119565218,20.418541847826088,21.411473369565265,1019.3697391304362,Male,1,43.5,None
617.7592119565218,20.418541847826088,21.411473369565265,1019.3697391304362,Male,0,24.84,Glasses_contacts
661.1246893638171,22.79998310139164,24.15802025347915,624.3770377733597,Male,0,229.88,Glasses_contacts
656.1567105263157,18.130415413533846,23.17126691729323,310.34003759398445,Male,0,97.46,Glasses_contacts
748.8005628517832,22.75653470919326,22.948853658536592,482.0711069418388,Male,0,19.58,Glasses_contacts
656.1567105263157,18.130415413533846,23.17126691729323,310.34003759398445,Male,0,97.46,Glasses_contacts
656.1567105263157,18.130415413533846,23.17126691729323,310.34003759398445,Female,1,97.46,Glasses_contacts
1165.1538122605368,26.04486206896549,23.005206896551755,430.12088122605377,Female,0,32.1552,Glasses_contacts
1165.1538122605368,26.04486206896549,23.005206896551755,430.12088122605377,Male,0,32.1552,Glasses_contacts
780.4915076335889,22.06914312977099,23.586534351145023,428.0082061068703,Female,0,100.0,Glasses_contacts
780.4915076335889,22.06914312977099,23.586534351145023,428.0082061068703,Female,0,100.0,Glasses_contacts
850.5679245283011,21.44712075471696,21.474692452830137,287.80018867924537,Male,0,31.980000000000004,Glasses_contacts
1255.3431499051242,27.684220113852007,23.08608918406073,539.9766603415559,Male,0,73.25,Glasses_contacts
1165.1538122605368,26.04486206896549,23.005206896551755,430.12088122605377,Female,0,32.1552,Glasses_contacts
1255.3431499051242,27.684220113852007,23.08608918406073,539.9766603415559,Male,0,73.25,Glasses_contacts
1255.3431499051242,27.684220113852007,23.08608918406073,539.9766603415559,Female,0,73.25,Glasses_contacts
780.4915076335889,22.06914312977099,23.586534351145023,428.0082061068703,Male,0,100.0,Glasses_contacts
885.5085370994941,29.58103709949411,22.61484485666104,890.4180438448573,Male,0,44.72,Glasses_contacts
720.1462877516778,30.982347245408985,22.91385308848077,402.6681135225375,Female,1,52.78,None
503.2570382882883,26.05960200825828,21.91170251501499,1019.2070570570572,Male,1,29.9,Glasses_contacts
479.2379591454273,23.283631840329875,22.966549287856065,748.8475262368814,Female,0,134.16,Glasses_contacts
479.2379591454273,23.283631840329875,22.966549287856065,748.8475262368814,Male,0,134.16,Glasses_contacts
509.4986392642643,20.940790728228222,24.3076834647147,656.8644144144146,Male,0,92.56,Glasses_contacts
479.2379591454273,23.283631840329875,22.966549287856065,748.8475262368814,Female,1,134.16,None
509.4986392642643,20.940790728228222,24.3076834647147,656.8644144144146,Female,0,92.56,None
632.7636318897638,28.98413484251965,22.20689783464567,371.6359055118109,Male,0,94.76,Glasses_contacts
697.6933127980922,26.687096726190465,24.8117465277778,995.532063492064,Male,0,80.73,Glasses_contacts
697.6933127980922,26.687096726190465,24.8117465277778,995.532063492064,Male,0,80.73,None
705.2156299524564,33.92585261489702,22.75236875990489,241.9145800316964,Female,0,22.32,Glasses_contacts
960.9466497747748,18.48746171171169,23.807023836336352,565.5121621621624,Female,0,73.5,Glasses_contacts
960.9466497747748,18.48746171171169,23.807023836336352,565.5121621621624,Female,0,73.5,Glasses_contacts
960.9466497747748,18.48746171171169,23.807023836336352,565.5121621621624,Male,1,73.5,None
1085.1134572072071,28.633301238738703,22.9803734984985,1061.9627627627654,Female,0,71.5,Glasses_contacts
1085.1134572072071,28.633301238738703,22.9803734984985,1061.9627627627654,Female,0,71.5,Glasses_contacts
532.785203313253,27.39398062593145,22.8459001490313,283.5588673621458,,1,624.0,Glasses_contacts
515.1016791044776,30.657369597615496,23.30833830104321,845.8836065573782,Male,1,97.24,Glasses_contacts
676.2159360189573,28.22990629800313,23.399070660522312,478.2236559139781,Female,0,60.0,None
647.9315707620528,27.64302954898908,24.276315707620512,398.9384136858474,,0,45.0,Glasses_contacts
647.9315707620528,27.64302954898908,24.276315707620512,398.9384136858474,Female,0,45.0,None
577.6227876106195,26.633364269141488,24.63177378190257,521.8294663573084,Male,0,50.75,Glasses_contacts
1613.1595,29.19847839999998,24.245499199999973,841.0848000000011,Female,1,242.2,Glasses_contacts
1613.1595,29.19847839999998,24.245499199999973,841.0848000000011,Male,1,242.2,None
1613.1595,29.19847839999998,24.245499199999973,841.0848000000011,Female,0,242.2,None
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,Female,0,138.75,None
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,Female,0,138.75,Glasses_contacts
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,Female,1,138.75,Glasses_contacts
700.9924599434496,31.795241545893685,21.95244426494346,244.86328502415464,Female,0,35.0,Glasses_contacts
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,Female,0,138.75,Glasses_contacts
635.4672330097087,30.39886977491962,23.07420645161292,757.4482315112554,,0,138.75,Glasses_contacts
700.9924599434496,26.31400000000004,24.00795022624434,258.6858220211162,Male,0,198.0,None
700.9924599434496,26.31400000000004,24.00795022624434,258.6858220211162,Female,0,198.0,None
470.1211949685521,21.37941666666668,25.394481132075462,1248.2003144654095,Male,0,42.38,Glasses_contacts
580.7674352134146,22.33347713414636,24.71632926829269,723.7321646341472,Male,0,56.0,Glasses_contacts
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,Male,0,38.25,None
528.8330757341577,25.321955859969567,24.372756468797547,1759.1150684931497,Male,0,39.0,None
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,Male,0,38.25,None
528.8330757341577,25.321955859969567,24.372756468797547,1759.1150684931497,Male,0,39.0,Glasses_contacts
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,,0,38.25,Glasses_contacts
580.7674352134146,22.33347713414636,24.71632926829269,723.7321646341472,Male,0,56.0,Glasses_contacts
741.0300304878043,26.259932926829272,22.896403963414645,817.8553353658541,Male,0,38.25,Glasses_contacts
580.7674352134146,22.33347713414636,24.71632926829269,723.7321646341472,Male,0,56.0,Glasses_contacts
930.7130496742672,31.95918668831168,21.1383814935065,1136.7311688311695,Male,0,57.75,Glasses_contacts
930.7130496742672,31.95918668831168,21.1383814935065,1136.7311688311695,Female,0,57.75,Glasses_contacts
736.9197899505766,29.07190115321254,21.48459472817133,838.6476112026357,Male,0,58.75,Glasses_contacts
748.9925203252025,22.99984602917341,25.03801620745545,2654.9677471636955,Male,0,45.75,Glasses_contacts
748.9925203252025,22.99984602917341,25.03801620745545,2654.9677471636955,Female,0,45.75,None
