CO2_mean,O1_airHeatEl,O1_airHeatWater,O1_cavityInsulation,O1_centralCooling,O1_constructionYear,O1_exhaust,O1_exhaustSupply,O1_exhaustSupplyHeat,O1_extWallBrick,O1_extWallConcrete,O1_extWallWood,O1_exteriorInsulation,O1_facadeAsbest,O1_facadeBrick,O1_facadeConcrete,O1_facadeWood,O1_floorHeat,O1_individualCooling,O1_insulationOther,O1_intWallBrick,O1_intWallConcrete,O1_intWallGypsum,O1_intWallWood,O1_interiorInsulation,O1_natVentAut,O1_natVentman,O1_noCooling,O1_radiators,O1_renovationYear,O1rur_agr,O1rur_com,O1rur_ind,O1rur_nurb,O1suburb_com,O1suburb_indus,O1suburb_res,O1urb_com,O1urb_indus,O1urb_res,O2_ceilHeight,O2_ceilingBoards,O2_ceilingConcrete,O2_ceilingFabric,O2_ceilingMetal,O2_ceilingMoistureHeight,O2_ceilingMoistureWidth,O2_ceilingMouldHeight,O2_ceilingMouldWidth,O2_ceilingWoodPanels,O2_constructionActivities,O2_crackWinPaint,O2_desklight,O2_emergencyGenerators,O2_fabric,O2_floorArea,O2_floorCarpet,O2_floorConcrete,O2_floorDetachHeight,O2_floorDetachWidth,O2_floorDiscolorHeight,O2_floorDiscolorWidth,O2_floorPlastic,O2_floorScratchHeight,O2_floorScratchWidth,O2_floorWood,O2_garbageDumpsters,O2_heavyTraffic,O2_lightFlour,O2_lightIncan,O2_lightLED,O2_metal,O2_noDehumidifiersInUse,O2_noDeskfansInUse,O2_noHumidifiersInUse,O2_noOccupiedWorkstations,O2_noOpWin,O2_noOutdoorContSources,O2_noReturnDevices,O2_noSpaceHeaters,O2_noSpaceHeatersInUse,O2_noSupplyDevices,O2_noWinExt,O2_noWorkstations,O2_officeType,O2_opWin,O2_otherArt,O2_otherCeiling,O2_otherCeilingComment,O2_otherGreenPlants,O2_otherLounge,O2_otherOther,O2_otherWallColor,O2_otherWallCov,O2_otherWallCovComment,O2_otherWaterEl,O2_paintDetachHeight,O2_paintDetachWidth,O2_paintWallboard,O2_powerPlants,O2_smokeStack,O2_suspendedCeiling,O2_suspendedCeilingComment,O2_ventFancoil,O2_ventFloorDif,O2_ventFloorReg,O2_ventLinCeilDif,O2_ventLowFloorGrill,O2_ventLuminaires,O2_ventNoReturn,O2_ventNoSupply,O2_ventOther,O2_ventPerfCeiling,O2_ventReturnCeilGrill,O2_ventReturnCeilSlot,O2_ventReturnFloorGrill,O2_ventReturnOther,O2_ventReturnSideGrill,O2_ventReturnSlotsLum,O2_ventRoundDif,O2_ventSideWallDif,O2_ventWallGrill,O2_viewGreenNature,O2_viewOtherBuildings,O2_viewRoadParking,O2_wallMoistureHeight,O2_wallMoistureWidth,O2_wallMouldHeight,O2_wallMouldWidth,O2_wallpaper,O2_winArea,O2_winShadePercentage,O2_winShades,O2_windowOrientation,O2_woodPanels,O3_deskWash,O3_envMat,O3_floorMope,O3_floorVacuum,O3_winWash,OO_buildingID,OO_buildingTypology,RH_mean,T_mean,VOC_mean,buildingID,light_col_mean,light_mean,location,officeID,sound_mean,building,sex,age,job,contacts,smoker,distToWindow,windowOrientation,officeInterior,personsInOffice,hoursatdesk,photocopier,outside,perfume,food,tobaccoSmoke,printer,carpet,cleaningProd,noiseTraffic,noiseOverhearing,noiseOfficeEquipment,noiseTelephones,noisePhoneTalk,noiseNeighborTalk,noisemechanical,lightTooDark,lightTooBright,lightTooLittleDaylight,lightTooMuchDaylight,lightFlicker,lightReflections,lightColor,lightNoTask,symptabilitywork,symptstayhome,performanceOverall,indoorClimate,month,s0_better,s1_better,s3_better,s7_better,SBS1,SBS2
684.8589981447125,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,3.0,False,False,False,False,,,,,False,False,no,none,False,False,11.4,True,False,,,,,False,,,False,False,True,True,False,False,False,,,,2.0,1.0,False,,1,1,,3,2.0,shared,24.0,False,False,,True,False,True,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,False,4.2,100.0,Blinds,West,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,22.237707948243997,23.43733826247688,717.8595194085028,304,5519.870609981515,1229.079482439926,Denmark,304e,40.04805914972273,304,Female,_20-29,,Contacts,former,0-2,norhteast,single,2-3,3-5,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,,False,_1-5,_1-5,2.0,5.0,4,0,0,0,1,1,1
706.8333333333334,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,3.0,False,False,False,False,,,,,False,False,no,all,False,False,17.2,True,False,,,,,False,,,False,False,True,False,True,False,False,,,,0.0,2.0,False,,2,2. intelligent house,,5,2.0,shared,30.0,False,False,,True,False,True,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,False,6.2,100.0,Blinds,West,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,22.85074074074075,24.30296296296296,2197.457407407408,304,3919.035185185185,803.3,Denmark,304g,42.87777777777778,304,Female,_40-49,Managerial,Glasses,never,0-2,northwest,single,1,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,4.0,3.0,4,0,0,0,0,0,0
643.3450834879407,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,2.7,False,False,False,False,,,,,False,False,no,all,False,False,17.4,True,False,,,,,False,,,False,False,True,True,False,False,False,,,,1.0,1.0,False,0,2,2,0,4,2.0,shared,45.0,True,False,,False,True,False,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,False,5.3,100.0,Blinds,West,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,24.616326530612245,24.518923933209635,1655.2189239332097,304,4679.803339517625,572.9647495361781,Denmark,304b,41.10760667903525,304,Male,_50-60,Technical,None,never,0-2,west,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,,False,----,----,2.0,1.0,4,0,0,0,0,0,0
684.8589981447125,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,3.0,False,False,False,False,,,,,False,False,no,none,False,False,11.4,True,False,,,,,False,,,False,False,True,True,False,False,False,,,,2.0,1.0,False,,1,1,,3,2.0,shared,24.0,False,False,,True,False,True,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,False,4.2,100.0,Blinds,West,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,22.237707948243997,23.43733826247688,717.8595194085028,304,5519.870609981515,1229.079482439926,Denmark,304e,40.04805914972273,304,Female,_>60,Administrative,Glasses,never,2-4,west,single,1,>5,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,,False,----,_0,3.0,3.0,4,0,0,0,0,0,0
886.1209829867674,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,2.7,False,False,False,False,,,,,False,False,little,all,False,False,18.7,True,False,,,,,False,,,False,False,True,True,False,False,False,,,,1.0,1.0,False,0,2,2,0,3,3.0,shared,27.0,True,False,,False,False,False,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,,,,False,5.9,100.0,Blinds,East,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,18.56592592592594,25.639444444444475,2077.7722222222224,304,,760.074074074074,Denmark,304a,42.59444444444444,304,Male,_20-29,Technical,None,never,0-2,southeast,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,4.0,3.0,4,0,0,0,0,0,0
643.3450834879407,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,2.7,False,False,False,False,,,,,False,False,no,all,False,False,17.4,True,False,,,,,False,,,False,False,True,True,False,False,False,,,,1.0,1.0,False,0,2,2,0,4,2.0,shared,45.0,True,False,,False,True,False,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,False,5.3,100.0,Blinds,West,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,24.616326530612245,24.518923933209635,1655.2189239332097,304,4679.803339517625,572.9647495361781,Denmark,304b,41.10760667903525,304,Female,_>60,Managerial,Glasses,never,0-2,west,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_1-5,4.0,2.0,4,1,0,0,0,1,1
624.1072088724584,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,2.7,False,False,False,False,,,,,False,False,little,all,False,False,11.2,True,False,,,,,False,,,False,False,True,True,False,False,False,,,,0.0,1.0,False,,1,1,0,2,1.0,single,44.0,False,False,,True,False,False,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,,,,False,3.6,100.0,Blinds,West,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,19.04501845018449,25.947232472324725,1771.361623616236,304,4532.704797047971,509.34317343173433,Denmark,304d,40.78044280442804,304,Male,_>60,Administrative,Glasses,never,0-2,west,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,False,_0,_0,3.0,2.0,4,0,0,0,0,0,0
706.8333333333334,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,3.0,False,False,False,False,,,,,False,False,no,all,False,False,17.2,True,False,,,,,False,,,False,False,True,False,True,False,False,,,,0.0,2.0,False,,2,2. intelligent house,,5,2.0,shared,30.0,False,False,,True,False,True,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,False,6.2,100.0,Blinds,West,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,22.85074074074075,24.30296296296296,2197.457407407408,304,3919.035185185185,803.3,Denmark,304g,42.87777777777778,304,Female,_30-39,Professional,None,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,,4,0,0,0,0,0,0
706.8333333333334,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,3.0,False,False,False,False,,,,,False,False,no,all,False,False,17.2,True,False,,,,,False,,,False,False,True,False,True,False,False,,,,0.0,2.0,False,,2,2. intelligent house,,5,2.0,shared,30.0,False,False,,True,False,True,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,False,6.2,100.0,Blinds,West,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,22.85074074074075,24.30296296296296,2197.457407407408,304,3919.035185185185,803.3,Denmark,304g,42.87777777777778,304,Female,_30-39,Professional,None,never,0-2,---,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,,4,0,0,0,0,0,0
706.8333333333334,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,3.0,False,False,False,False,,,,,False,False,no,all,False,False,17.2,True,False,,,,,False,,,False,False,True,False,True,False,False,,,,0.0,2.0,False,,2,2. intelligent house,,5,2.0,shared,30.0,False,False,,True,False,True,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,False,6.2,100.0,Blinds,West,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,22.85074074074075,24.30296296296296,2197.457407407408,304,3919.035185185185,803.3,Denmark,304g,42.87777777777778,304,Female,_30-39,Administrative,Contacts,never,0-2,---,shared,2-3,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,False,_1-5,_0,1.0,1.0,4,1,0,0,0,1,1
706.8333333333334,False,False,False,False,2014.0,False,False,True,False,True,False,False,False,True,False,False,False,False,,False,False,True,False,True,False,True,False,True,,False,False,False,False,True,True,False,False,False,False,3.0,False,False,False,False,,,,,False,False,no,all,False,False,17.2,True,False,,,,,False,,,False,False,True,False,True,False,False,,,,0.0,2.0,False,,2,2. intelligent house,,5,2.0,shared,30.0,False,False,,True,False,True,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,False,6.2,100.0,Blinds,West,False,onceWeek,moreThan50%,onceWeek,onceWeek,secondWeek,304,0,22.85074074074075,24.30296296296296,2197.457407407408,304,3919.035185185185,803.3,Denmark,304g,42.87777777777778,304,Female,_30-39,Professional,None,never,0-2,---,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_6-10,_1-5,0.0,0.0,4,0,0,0,0,0,0
855.1470361816782,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,2.7,False,False,False,True,,,,,False,False,no,none,False,False,20.0,True,False,,,,,False,,,False,True,False,False,False,True,False,,,,1.0,1.0,False,,1,1,,3,1.0,single,50.0,True,False,,False,False,False,False,False,,False,,,False,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,True,1.2,100.0,Curtains,East,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,46.45203689469639,26.124673328209106,721.7171406610299,305,4524.27901614143,414.99308224442734,Denmark,305g,40.767870868562646,305A,Male,_50-60,Administrative,Glasses,former,0-2,east,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,,False,_0,_0,3.0,4.0,9,0,0,0,0,0,0
915.2317262830484,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,2.7,False,False,False,False,,,,,False,False,no,none,False,True,32.5,False,False,,,,,False,,,False,True,False,False,False,True,False,,,,,2.0,False,,2,2,,2,,,50.0,True,False,,False,False,False,False,False,,False,,,False,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,1.3,100.0,Curtains,East,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,48.6596923076923,25.47353846153851,972.9923076923076,305,3358.8615384615387,97.81846153846152,Denmark,305i,42.02692307692308,305A,Female,_30-39,Managerial,Glasses,current,0-2,east,single,1,>5,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,,False,_1-5,_0,2.0,1.0,9,1,0,0,1,1,1
668.3826013513514,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,2.7,False,False,False,True,,,,,False,False,no,>50%,False,False,23.0,True,False,,,,,False,,,False,True,False,False,False,True,False,0.0,,0.0,3.0,3.0,False,0.0,2,2,0.0,3,3.0,shared,50.0,True,False,,True,False,False,False,False,,False,,,False,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,True,1.2,100.0,Light Curtains,West,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,45.72079439252336,25.627024922118423,1138.3372274143303,305,4953.398753894081,621.8411214953271,Denmark,305b,41.55451713395639,305A,Female,_50-60,Administrative,Glasses,former,0-2,southwest,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,2.0,9,0,0,0,0,0,0
798.7935034802784,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,2.7,False,False,False,False,,,,,False,False,no,>50%,False,True,35.0,True,False,,,,,False,,,False,True,False,False,False,True,False,,,,2.0,3.0,False,,2,2,,5,4.0,shared,50.0,True,False,,True,False,False,False,False,,False,,,False,False,False,True,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,1.2,100.0,Curtains,West,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,49.03673627223516,25.64447022428464,1481.6852281515855,305,4765.61871616396,1087.647331786543,Denmark,305e,42.11678267594741,305A,Male,_50-60,Administrative,Glasses,former,2-4,west,withPartitions,4-5,3-5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,2.0,9,0,0,0,0,0,0
798.7935034802784,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,2.7,False,False,False,False,,,,,False,False,no,>50%,False,True,35.0,True,False,,,,,False,,,False,True,False,False,False,True,False,,,,2.0,3.0,False,,2,2,,5,4.0,shared,50.0,True,False,,True,False,False,False,False,,False,,,False,False,False,True,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,1.2,100.0,Curtains,West,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,49.03673627223516,25.64447022428464,1481.6852281515855,305,4765.61871616396,1087.647331786543,Denmark,305e,42.11678267594741,305A,Male,_40-49,Administrative,None,never,0-2,southwest,withPartitions,4-5,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,False,_1-5,_0,2.0,1.0,9,0,0,0,0,0,0
965.0411622276029,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,2.7,False,False,False,True,,,,,False,False,no,>50%,False,False,43.5,True,False,,,,,True,,,False,True,False,False,False,True,False,,,,2.0,2.0,False,,2,2,,6,8.0,shared,50.0,True,False,,True,False,False,False,False,,False,,,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,True,1.2,100.0,Curtains,0,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,46.12716049382713,26.09205246913581,1511.4405864197531,305,3393.849537037037,129.75462962962962,Denmark,305c,41.55246913580247,305A,Male,_40-49,Managerial,Glasses,current,0-2,west,withoutPartitions,>5,1-2,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,,False,_0,_0,3.0,3.0,9,0,0,0,1,1,0
798.7935034802784,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,2.7,False,False,False,False,,,,,False,False,no,>50%,False,True,35.0,True,False,,,,,False,,,False,True,False,False,False,True,False,,,,2.0,3.0,False,,2,2,,5,4.0,shared,50.0,True,False,,True,False,False,False,False,,False,,,False,False,False,True,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,1.2,100.0,Curtains,West,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,49.03673627223516,25.64447022428464,1481.6852281515855,305,4765.61871616396,1087.647331786543,Denmark,305e,42.11678267594741,305A,Female,_40-49,Administrative,Glasses,never,0-2,west,withPartitions,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,_1-5,_1-5,2.0,4.0,9,0,0,0,0,0,0
668.3826013513514,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,2.7,False,False,False,True,,,,,False,False,no,>50%,False,False,23.0,True,False,,,,,False,,,False,True,False,False,False,True,False,0.0,,0.0,3.0,3.0,False,0.0,2,2,0.0,3,3.0,shared,50.0,True,False,,True,False,False,False,False,,False,,,False,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,True,1.2,100.0,Light Curtains,West,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,45.72079439252336,25.627024922118423,1138.3372274143303,305,4953.398753894081,621.8411214953271,Denmark,305b,41.55451713395639,305A,,----,Administrative,Glasses,former,0-2,---,shared,2-3,>5,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,1.0,1.0,9,0,0,0,0,0,0
798.7935034802784,False,False,False,False,1959.0,False,False,False,True,False,False,True,False,True,False,False,False,True,,False,True,False,False,False,False,True,False,True,2012,False,False,False,False,False,True,False,False,False,False,2.7,False,False,False,False,,,,,False,False,no,>50%,False,True,35.0,True,False,,,,,False,,,False,True,False,False,False,True,False,,,,2.0,3.0,False,,2,2,,5,4.0,shared,50.0,True,False,,True,False,False,False,False,,False,,,False,False,False,True,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,1.2,100.0,Curtains,West,False,2-4,moreThan50%,2-4,2-4,lessFreq,305A,0,49.03673627223516,25.64447022428464,1481.6852281515855,305,4765.61871616396,1087.647331786543,Denmark,305e,42.11678267594741,305A,Male,_40-49,Managerial,Glasses,current,0-2,west,withPartitions,4-5,3-5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,,False,_1-5,_0,2.0,1.0,9,0,0,0,0,0,0
845.2443181818181,False,False,False,False,1985.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,2.5,False,False,False,False,,,,,False,False,no,all,False,False,13.7,True,False,,,,,False,,,False,False,False,True,False,False,False,,,,1.0,2.0,True,,2,,1.0,2,1.0,single,,True,False,,True,False,False,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,,,False,1.3,,Blinds,Southeast,False,everyDay,,onceMonth,everyDay,,306,6,46.239393939393935,23.100757575757573,2385.755681818182,306,,55.07575757575758,Denmark,3060A,41.08901515151515,306,Female,_>60,Administrative,Glasses,former,0-2,east,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,1.0,10,0,0,0,0,0,0
628.93542074364,False,False,False,False,1985.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,2.5,False,False,False,False,,,,,False,False,no,all,False,False,19.7,True,False,,,,,False,,,False,False,False,True,False,False,False,,,,1.0,,True,0.0,3,,0.0,3,2.0,shared,,True,False,,True,False,False,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,1.7,,Blinds,Northwest,False,everyDay,,onceMonth,everyDay,,306,6,42.32504854368936,24.63747572815537,2414.3961165048545,306,,147.00194174757283,Denmark,3060B,41.557281553398056,306,Female,_50-60,Administrative,Glasses,never,0-2,west,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,,,,,10,0,0,0,0,0,0
628.93542074364,False,False,False,False,1985.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,2.5,False,False,False,False,,,,,False,False,no,all,False,False,19.7,True,False,,,,,False,,,False,False,False,True,False,False,False,,,,1.0,,True,0.0,3,,0.0,3,2.0,shared,,True,False,,True,False,False,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,1.7,,Blinds,Northwest,False,everyDay,,onceMonth,everyDay,,306,6,42.32504854368936,24.63747572815537,2414.3961165048545,306,,147.00194174757283,Denmark,3060B,41.557281553398056,306,Female,_50-60,Administrative,Glasses,former,0-2,west,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,4.0,2.0,10,1,1,0,0,1,1
628.93542074364,False,False,False,False,1985.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,2.5,False,False,False,False,,,,,False,False,no,all,False,False,19.7,True,False,,,,,False,,,False,False,False,True,False,False,False,,,,1.0,,True,0.0,3,,0.0,3,2.0,shared,,True,False,,True,False,False,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,1.7,,Blinds,Northwest,False,everyDay,,onceMonth,everyDay,,306,6,42.32504854368936,24.63747572815537,2414.3961165048545,306,,147.00194174757283,Denmark,3060B,41.557281553398056,306,Female,_40-49,Administrative,Glasses,never,0-2,west,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,2.0,10,0,0,0,0,0,0
845.2443181818181,False,False,False,False,1985.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,2.5,False,False,False,False,,,,,False,False,no,all,False,False,13.7,True,False,,,,,False,,,False,False,False,True,False,False,False,,,,1.0,2.0,True,,2,,1.0,2,1.0,single,,True,False,,True,False,False,False,False,,False,,,True,False,False,True,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,,,False,1.3,,Blinds,Southeast,False,everyDay,,onceMonth,everyDay,,306,6,46.239393939393935,23.100757575757573,2385.755681818182,306,,55.07575757575758,Denmark,3060A,41.08901515151515,306,Female,_40-49,Administrative,None,never,0-2,east,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,4.0,4.0,10,0,0,0,0,0,0
