CO2_mean,light_mean,sound_mean,sex,age,noiseOfficeEquipment,noiseTelephones,s7_better,Construction year,talk,noiseExterior
661.1246893638171,624.3770377733597,41.96455223880597,Female,3.0,True,False,0,1994.0,False,False
617.7592119565218,1019.3697391304362,41.96455223880597,Male,2.0,False,False,0,1994.0,False,False
617.7592119565218,1019.3697391304362,41.96455223880597,Male,0.0,False,False,1,1994.0,False,False
617.7592119565218,1019.3697391304362,41.96455223880597,Male,3.0,False,False,0,1994.0,False,False
661.1246893638171,624.3770377733597,41.96455223880597,Male,3.0,False,False,0,1994.0,False,False
656.1567105263157,310.34003759398445,41.96455223880597,Male,0.0,False,True,0,1983.0,True,False
748.8005628517832,482.0711069418388,41.96455223880597,Male,3.0,False,False,0,1983.0,False,False
656.1567105263157,310.34003759398445,41.96455223880597,Male,3.0,False,True,1,1983.0,True,False
656.1567105263157,310.34003759398445,41.96455223880597,Female,1.0,True,True,1,1983.0,True,False
1165.1538122605368,430.12088122605377,41.96455223880597,Female,1.0,False,False,1,1994.0,True,True
1165.1538122605368,430.12088122605377,41.96455223880597,Male,0.0,False,False,0,1994.0,True,False
780.4915076335889,428.0082061068703,41.96455223880597,Female,1.0,False,True,0,1994.0,True,True
780.4915076335889,428.0082061068703,41.96455223880597,Female,2.0,False,False,0,1994.0,False,False
850.5679245283011,287.80018867924537,41.96455223880597,Male,2.0,False,False,0,1994.0,False,False
1255.3431499051242,539.9766603415559,41.96455223880597,Male,2.0,False,False,0,1994.0,False,False
1165.1538122605368,430.12088122605377,41.96455223880597,Female,0.0,False,True,1,1994.0,True,True
1255.3431499051242,539.9766603415559,41.96455223880597,Male,2.0,False,False,0,1994.0,False,False
1255.3431499051242,539.9766603415559,41.96455223880597,Female,3.0,False,False,0,1994.0,False,False
780.4915076335889,428.0082061068703,41.96455223880597,Male,0.0,False,False,0,1994.0,False,False
885.5085370994941,890.4180438448573,41.96455223880597,Male,3.0,False,False,0,1980.0,True,False
720.1462877516778,402.6681135225375,41.96455223880597,Female,4.0,False,False,0,1980.0,False,False
503.2570382882883,1019.2070570570572,41.96455223880597,Male,1.0,False,False,0,2003.0,False,False
479.2379591454273,748.8475262368814,41.96455223880597,Female,1.0,False,False,0,2003.0,False,False
479.2379591454273,748.8475262368814,41.96455223880597,Male,1.0,False,False,0,2003.0,True,False
509.4986392642643,656.8644144144146,41.96455223880597,Male,0.0,False,False,0,2003.0,False,False
479.2379591454273,748.8475262368814,41.96455223880597,Female,0.0,False,False,0,2003.0,False,False
509.4986392642643,656.8644144144146,41.96455223880597,Female,2.0,False,False,0,2003.0,True,False
632.7636318897638,371.6359055118109,41.96455223880597,Male,1.0,False,False,0,1970.0,False,False
697.6933127980922,995.532063492064,41.96455223880597,Male,3.0,False,False,0,1970.0,False,False
697.6933127980922,995.532063492064,41.96455223880597,Male,4.0,False,False,0,1970.0,False,False
705.2156299524564,241.9145800316964,41.96455223880597,Female,1.0,False,False,0,1970.0,True,False
960.9466497747748,565.5121621621624,41.96455223880597,Female,0.0,False,True,1,2001.0,True,False
960.9466497747748,565.5121621621624,41.96455223880597,Female,2.0,False,False,0,2001.0,True,False
960.9466497747748,565.5121621621624,41.96455223880597,Male,3.0,False,True,0,2001.0,True,False
1085.1134572072071,1061.9627627627654,41.96455223880597,Female,0.0,False,False,0,2001.0,False,False
1085.1134572072071,1061.9627627627654,41.96455223880597,Female,0.0,False,False,1,2001.0,False,False
532.785203313253,283.5588673621458,41.96455223880597,,2.0,True,True,1,1980.0,True,False
515.1016791044776,845.8836065573782,41.96455223880597,Male,4.0,False,False,0,1980.0,False,False
676.2159360189573,478.2236559139781,41.96455223880597,Female,0.0,False,False,0,1983.0,False,False
647.9315707620528,398.9384136858474,41.96455223880597,,1.0,False,False,0,2000.0,False,False
647.9315707620528,398.9384136858474,41.96455223880597,Female,1.0,False,True,1,2000.0,True,False
577.6227876106195,521.8294663573084,41.96455223880597,Male,3.0,False,False,0,1985.0,False,False
1613.1595,841.0848000000011,41.96455223880597,Female,0.0,False,False,1,1985.0,True,True
1613.1595,841.0848000000011,41.96455223880597,Male,1.0,False,False,0,1985.0,False,False
1613.1595,841.0848000000011,41.96455223880597,Female,1.0,True,True,0,1985.0,True,True
635.4672330097087,757.4482315112554,41.96455223880597,Female,0.0,False,False,0,1990.0,False,False
635.4672330097087,757.4482315112554,41.96455223880597,Female,2.0,False,False,0,1990.0,False,False
635.4672330097087,757.4482315112554,41.96455223880597,Female,3.0,True,False,0,1990.0,True,True
700.9924599434496,244.86328502415464,41.96455223880597,Female,4.0,False,False,0,1990.0,False,False
635.4672330097087,757.4482315112554,41.96455223880597,Female,3.0,False,False,0,1990.0,False,False
635.4672330097087,757.4482315112554,41.96455223880597,,2.0,False,False,0,1990.0,False,False
700.9924599434496,258.6858220211162,41.96455223880597,Male,1.0,False,False,0,1930.0,False,False
700.9924599434496,258.6858220211162,41.96455223880597,Female,0.0,False,False,1,1930.0,True,False
470.1211949685521,1248.2003144654095,41.96455223880597,Male,1.0,False,False,0,2015.0,False,False
580.7674352134146,723.7321646341472,41.96455223880597,Male,1.0,False,False,0,2004.0,False,False
741.0300304878043,817.8553353658541,41.96455223880597,Male,0.0,False,False,0,2015.0,False,False
528.8330757341577,1759.1150684931497,41.96455223880597,Male,1.0,False,False,0,2004.0,False,False
741.0300304878043,817.8553353658541,41.96455223880597,Male,1.0,False,False,0,2015.0,False,False
528.8330757341577,1759.1150684931497,41.96455223880597,Male,2.0,False,False,0,2004.0,False,False
741.0300304878043,817.8553353658541,41.96455223880597,,3.0,False,False,0,2015.0,False,False
580.7674352134146,723.7321646341472,41.96455223880597,Male,3.0,False,False,0,2004.0,False,False
741.0300304878043,817.8553353658541,41.96455223880597,Male,3.0,True,True,0,2015.0,True,False
580.7674352134146,723.7321646341472,41.96455223880597,Male,4.0,False,False,0,2004.0,False,False
930.7130496742672,1136.7311688311695,41.96455223880597,Male,0.0,False,False,1,1960.0,False,False
930.7130496742672,1136.7311688311695,41.96455223880597,Female,1.0,False,True,0,1960.0,True,True
736.9197899505766,838.6476112026357,41.96455223880597,Male,3.0,False,False,0,2015.0,False,False
748.9925203252025,2654.9677471636955,41.96455223880597,Male,2.0,False,False,0,1960.0,False,False
748.9925203252025,2654.9677471636955,41.96455223880597,Female,0.0,False,False,0,1960.0,False,False
