CO2_mean,T_mean,light_mean,age,noiseOfficeEquipment,noiseTelephones,s3_better,Construction year,Site,smells_outside,talk,noiseExterior
706.8333333333334,24.30296296296296,803.3,1.0,False,False,0,2014.0,suburban,False,False,False
706.8333333333334,24.30296296296296,803.3,1.0,False,False,0,2014.0,suburban,False,False,False
706.8333333333334,24.30296296296296,803.3,1.0,False,False,0,2014.0,suburban,False,False,False
855.1470361816782,26.124673328209106,414.99308224442734,3.0,False,False,0,1959.0,suburban,False,True,False
915.2317262830484,25.47353846153851,97.81846153846152,1.0,True,False,0,1959.0,suburban,False,True,True
668.3826013513514,25.627024922118423,621.8411214953271,3.0,False,False,0,1959.0,suburban,False,False,False
798.7935034802784,25.64447022428464,1087.647331786543,3.0,False,False,0,1959.0,suburban,False,True,False
798.7935034802784,25.64447022428464,1087.647331786543,2.0,False,False,0,1959.0,suburban,False,False,False
965.0411622276029,26.09205246913581,129.75462962962962,2.0,False,True,0,1959.0,suburban,False,True,False
798.7935034802784,25.64447022428464,1087.647331786543,2.0,False,False,0,1959.0,suburban,False,True,False
668.3826013513514,25.627024922118423,621.8411214953271,2.0,False,False,0,1959.0,suburban,False,False,False
798.7935034802784,25.64447022428464,1087.647331786543,2.0,False,False,0,1959.0,suburban,False,True,False
845.2443181818181,23.100757575757573,55.07575757575758,4.0,False,False,0,1985.0,,False,False,False
628.93542074364,24.63747572815537,147.00194174757283,3.0,False,False,0,1985.0,,False,True,False
628.93542074364,24.63747572815537,147.00194174757283,3.0,False,False,0,1985.0,,False,False,False
628.93542074364,24.63747572815537,147.00194174757283,2.0,False,False,0,1985.0,,False,False,False
845.2443181818181,23.100757575757573,55.07575757575758,2.0,False,False,0,1985.0,,False,False,False
845.2443181818181,23.100757575757573,55.07575757575758,4.0,False,False,0,1985.0,,False,False,False
628.93542074364,24.63747572815537,147.00194174757283,3.0,False,False,1,1985.0,,False,True,True
562.1269379844962,23.61579457364339,130.40891472868216,1.0,False,False,0,1985.0,,False,False,False
641.953216374269,23.45458089668616,276.270955165692,0.0,False,False,1,1981.0,suburban,False,False,False
641.953216374269,23.45458089668616,276.270955165692,1.0,False,False,0,1981.0,suburban,False,False,False
641.953216374269,23.45458089668616,276.270955165692,2.0,False,False,0,1981.0,suburban,False,False,False
641.953216374269,23.45458089668616,276.270955165692,0.0,False,False,0,1981.0,suburban,False,False,False
588.261040235525,23.53596848934207,143.45319740500463,2.0,False,False,0,1991.0,suburban,False,False,False
521.0983302411873,23.99749536178119,185.9925788497217,1.0,False,False,0,1991.0,suburban,False,True,False
521.0983302411873,23.99749536178119,185.9925788497217,3.0,False,False,0,1991.0,suburban,False,False,False
521.0983302411873,23.99749536178119,185.9925788497217,1.0,False,False,0,1991.0,suburban,False,False,False
521.0983302411873,23.99749536178119,185.9925788497217,1.0,False,False,0,1991.0,suburban,False,False,False
521.0983302411873,23.99749536178119,185.9925788497217,2.0,False,False,0,1991.0,suburban,False,True,False
521.0983302411873,23.99749536178119,185.9925788497217,2.0,False,False,0,1991.0,suburban,False,False,True
521.0983302411873,23.99749536178119,185.9925788497217,1.0,False,False,0,1991.0,suburban,False,True,True
588.261040235525,23.53596848934207,143.45319740500463,1.0,False,True,0,1991.0,suburban,False,True,False
911.516069788797,24.583305785124,200.90541781450872,2.0,False,True,1,1893.0,urban,False,True,True
911.516069788797,24.583305785124,200.90541781450872,0.0,False,False,0,1893.0,urban,False,False,False
911.516069788797,24.583305785124,200.90541781450872,2.0,False,False,1,1893.0,urban,False,False,False
911.516069788797,24.583305785124,200.90541781450872,0.0,False,False,0,1893.0,urban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,0.0,False,True,0,1995.0,suburban,False,True,False
708.3195488721805,24.005410447761275,180.9216417910448,1.0,False,False,0,1995.0,suburban,False,False,False
700.9924599434496,23.78522388059708,112.90485074626864,1.0,False,False,0,1995.0,suburban,False,True,False
708.3195488721805,24.005410447761275,180.9216417910448,1.0,False,False,0,1995.0,suburban,False,False,False
700.9924599434496,23.78522388059708,112.90485074626864,2.0,False,False,0,1995.0,suburban,False,False,False
700.9924599434496,23.78522388059708,112.90485074626864,4.0,False,False,0,1995.0,suburban,False,True,False
700.9924599434496,23.78522388059708,112.90485074626864,2.0,False,False,0,1995.0,suburban,False,False,False
700.9924599434496,23.78522388059708,112.90485074626864,0.0,False,False,1,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,3.0,False,False,0,1995.0,suburban,False,True,False
700.9924599434496,23.78522388059708,112.90485074626864,1.0,False,False,0,1995.0,suburban,False,True,False
708.3195488721805,24.005410447761275,180.9216417910448,2.0,False,False,1,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,2.0,False,False,0,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,1.0,False,False,0,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,3.0,False,False,0,1995.0,suburban,False,False,False
688.4099616858238,24.03271186440681,112.79472693032017,3.0,False,False,0,1995.0,suburban,False,False,False
700.9924599434496,23.78522388059708,112.90485074626864,1.0,False,False,0,1995.0,suburban,False,False,False
700.9924599434496,23.78522388059708,112.90485074626864,4.0,False,False,0,1995.0,suburban,False,True,False
708.3195488721805,24.005410447761275,180.9216417910448,2.0,False,False,0,1995.0,suburban,False,False,False
700.9924599434496,23.78522388059708,112.90485074626864,2.0,False,False,0,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,0.0,False,False,0,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,1.0,False,False,0,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,1.0,False,False,0,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,3.0,False,False,0,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,2.0,False,False,0,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,3.0,False,False,1,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,3.0,False,False,0,1995.0,suburban,False,False,False
700.9924599434496,23.78522388059708,112.90485074626864,1.0,False,False,1,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,2.0,False,False,0,1995.0,suburban,False,True,False
708.3195488721805,24.005410447761275,180.9216417910448,3.0,False,False,0,1995.0,suburban,False,False,False
708.3195488721805,24.005410447761275,180.9216417910448,2.0,False,True,1,1995.0,suburban,True,True,False
708.3195488721805,24.005410447761275,180.9216417910448,3.0,False,False,0,1995.0,suburban,False,False,False
506.5978835978836,23.887351407716423,193.36183524504693,0.0,True,False,0,1963.0,suburban,True,True,False
480.6980952380952,23.4438826466916,354.3333333333333,1.0,False,False,0,1963.0,suburban,False,True,True
531.02634467618,24.24829010566768,438.7339097022094,1.0,False,False,1,1963.0,suburban,False,True,False
480.6980952380952,23.4438826466916,354.3333333333333,1.0,False,False,0,1963.0,suburban,False,False,False
480.6980952380952,23.4438826466916,354.3333333333333,2.0,False,False,0,1963.0,suburban,False,True,False
480.6980952380952,23.4438826466916,354.3333333333333,2.0,False,False,1,1963.0,suburban,False,True,False
576.187866927593,22.581719924812088,360.1842105263158,3.0,False,False,1,1963.0,suburban,False,False,False
576.187866927593,22.581719924812088,360.1842105263158,3.0,False,False,0,1963.0,suburban,False,False,False
531.02634467618,24.24829010566768,438.7339097022094,3.0,False,False,0,1963.0,suburban,True,False,False
480.6980952380952,23.4438826466916,354.3333333333333,0.0,False,False,0,1963.0,suburban,True,False,False
506.5978835978836,23.887351407716423,193.36183524504693,4.0,False,False,0,1963.0,suburban,False,False,False
480.6980952380952,23.4438826466916,354.3333333333333,3.0,False,False,0,1963.0,suburban,False,True,True
977.7389748201437,21.23176798561154,734.5616906474834,4.0,False,False,0,1990.0,urban,False,False,False
954.179540636041,22.41729484902308,1368.6531802120126,0.0,False,False,1,1990.0,urban,False,False,False
908.9140138408308,22.438934256055365,679.2152249134961,1.0,True,True,1,1990.0,urban,True,True,True
954.179540636041,22.41729484902308,1368.6531802120126,1.0,False,False,0,1990.0,urban,False,True,True
977.7389748201437,21.23176798561154,734.5616906474834,3.0,False,False,1,1990.0,urban,False,True,False
925.6856506849316,23.07080993150684,2137.917294520548,0.0,False,False,1,1990.0,urban,False,True,True
925.6856506849316,23.07080993150684,2137.917294520548,0.0,False,False,1,1990.0,urban,False,False,False
977.7389748201437,21.23176798561154,734.5616906474834,0.0,False,False,1,1990.0,urban,True,False,False
844.4010139860138,23.816349650349657,1025.5772727272715,4.0,False,False,0,1990.0,urban,False,False,False
977.7389748201437,21.23176798561154,734.5616906474834,2.0,True,True,1,1990.0,urban,False,True,False
925.6856506849316,23.07080993150684,2137.917294520548,2.0,False,False,0,1990.0,urban,False,False,False
908.9140138408308,22.438934256055365,679.2152249134961,1.0,False,False,0,1990.0,urban,False,True,False
617.7592119565218,21.411473369565265,1019.3697391304362,2.0,False,False,0,1994.0,urban,False,False,False
809.8974462365592,24.546841263440893,994.4988172043022,4.0,False,False,0,1994.0,urban,False,False,False
661.1246893638171,24.15802025347915,624.3770377733597,4.0,False,False,0,1994.0,urban,False,True,True
661.1246893638171,24.15802025347915,624.3770377733597,2.0,False,False,1,1994.0,urban,False,True,True
661.1246893638171,24.15802025347915,624.3770377733597,3.0,False,False,0,1994.0,urban,False,False,False
661.1246893638171,24.15802025347915,624.3770377733597,3.0,True,False,0,1994.0,urban,False,False,False
617.7592119565218,21.411473369565265,1019.3697391304362,2.0,False,False,0,1994.0,urban,False,False,False
617.7592119565218,21.411473369565265,1019.3697391304362,0.0,False,False,1,1994.0,urban,False,False,False
617.7592119565218,21.411473369565265,1019.3697391304362,3.0,False,False,0,1994.0,urban,False,False,False
661.1246893638171,24.15802025347915,624.3770377733597,3.0,False,False,0,1994.0,urban,False,False,False
656.1567105263157,23.17126691729323,310.34003759398445,0.0,False,True,0,1983.0,urban,False,True,False
748.8005628517832,22.948853658536592,482.0711069418388,3.0,False,False,0,1983.0,urban,False,False,False
656.1567105263157,23.17126691729323,310.34003759398445,3.0,False,True,0,1983.0,urban,False,True,False
656.1567105263157,23.17126691729323,310.34003759398445,1.0,True,True,1,1983.0,urban,False,True,False
1165.1538122605368,23.005206896551755,430.12088122605377,1.0,False,False,0,1994.0,urban,False,True,True
1165.1538122605368,23.005206896551755,430.12088122605377,0.0,False,False,0,1994.0,urban,False,True,False
780.4915076335889,23.586534351145023,428.0082061068703,1.0,False,True,0,1994.0,urban,False,True,True
780.4915076335889,23.586534351145023,428.0082061068703,2.0,False,False,0,1994.0,urban,False,False,False
850.5679245283011,21.474692452830137,287.80018867924537,2.0,False,False,0,1994.0,urban,False,False,False
1255.3431499051242,23.08608918406073,539.9766603415559,2.0,False,False,0,1994.0,urban,False,False,False
1165.1538122605368,23.005206896551755,430.12088122605377,0.0,False,True,0,1994.0,urban,False,True,True
1255.3431499051242,23.08608918406073,539.9766603415559,2.0,False,False,0,1994.0,urban,False,False,False
1255.3431499051242,23.08608918406073,539.9766603415559,3.0,False,False,0,1994.0,urban,False,False,False
780.4915076335889,23.586534351145023,428.0082061068703,0.0,False,False,0,1994.0,urban,False,False,False
885.5085370994941,22.61484485666104,890.4180438448573,3.0,False,False,0,1980.0,urban,False,True,False
720.1462877516778,22.91385308848077,402.6681135225375,4.0,False,False,0,1980.0,urban,False,False,False
503.2570382882883,21.91170251501499,1019.2070570570572,1.0,False,False,0,2003.0,urban,False,False,False
479.2379591454273,22.966549287856065,748.8475262368814,1.0,False,False,0,2003.0,urban,False,False,False
479.2379591454273,22.966549287856065,748.8475262368814,1.0,False,False,0,2003.0,urban,False,True,False
509.4986392642643,24.3076834647147,656.8644144144146,0.0,False,False,0,2003.0,urban,False,False,False
479.2379591454273,22.966549287856065,748.8475262368814,0.0,False,False,0,2003.0,urban,False,False,False
509.4986392642643,24.3076834647147,656.8644144144146,2.0,False,False,0,2003.0,urban,False,True,False
632.7636318897638,22.20689783464567,371.6359055118109,1.0,False,False,0,1970.0,urban,False,False,False
697.6933127980922,24.8117465277778,995.532063492064,3.0,False,False,0,1970.0,urban,False,False,False
697.6933127980922,24.8117465277778,995.532063492064,4.0,False,False,0,1970.0,urban,False,False,False
705.2156299524564,22.75236875990489,241.9145800316964,1.0,False,False,1,1970.0,urban,False,True,False
960.9466497747748,23.807023836336352,565.5121621621624,0.0,False,True,0,2001.0,urban,False,True,False
960.9466497747748,23.807023836336352,565.5121621621624,2.0,False,False,0,2001.0,urban,False,True,False
960.9466497747748,23.807023836336352,565.5121621621624,3.0,False,True,0,2001.0,urban,False,True,False
1085.1134572072071,22.9803734984985,1061.9627627627654,0.0,False,False,0,2001.0,urban,False,False,False
1085.1134572072071,22.9803734984985,1061.9627627627654,0.0,False,False,1,2001.0,urban,True,False,False
532.785203313253,22.8459001490313,283.5588673621458,2.0,True,True,1,1980.0,urban,True,True,False
515.1016791044776,23.30833830104321,845.8836065573782,4.0,False,False,0,1980.0,urban,False,False,False
676.2159360189573,23.399070660522312,478.2236559139781,0.0,False,False,0,1983.0,urban,False,False,False
647.9315707620528,24.276315707620512,398.9384136858474,1.0,False,False,0,2000.0,urban,False,False,False
647.9315707620528,24.276315707620512,398.9384136858474,1.0,False,True,1,2000.0,urban,False,True,False
577.6227876106195,24.63177378190257,521.8294663573084,3.0,False,False,0,1985.0,urban,False,False,False
1613.1595,24.245499199999973,841.0848000000011,0.0,False,False,1,1985.0,urban,True,True,True
1613.1595,24.245499199999973,841.0848000000011,1.0,False,False,0,1985.0,urban,True,False,False
1613.1595,24.245499199999973,841.0848000000011,1.0,True,True,0,1985.0,urban,True,True,True
635.4672330097087,23.07420645161292,757.4482315112554,0.0,False,False,0,1990.0,urban,False,False,False
635.4672330097087,23.07420645161292,757.4482315112554,2.0,False,False,0,1990.0,urban,False,False,False
635.4672330097087,23.07420645161292,757.4482315112554,3.0,True,False,1,1990.0,urban,False,True,True
700.9924599434496,21.95244426494346,244.86328502415464,4.0,False,False,0,1990.0,urban,True,False,False
635.4672330097087,23.07420645161292,757.4482315112554,3.0,False,False,0,1990.0,urban,False,False,False
635.4672330097087,23.07420645161292,757.4482315112554,2.0,False,False,0,1990.0,urban,False,False,False
700.9924599434496,24.00795022624434,258.6858220211162,1.0,False,False,0,1930.0,urban,False,False,False
700.9924599434496,24.00795022624434,258.6858220211162,0.0,False,False,0,1930.0,urban,False,True,False
470.1211949685521,25.394481132075462,1248.2003144654095,1.0,False,False,0,2015.0,urban,False,False,False
580.7674352134146,24.71632926829269,723.7321646341472,1.0,False,False,0,2004.0,urban,False,False,False
741.0300304878043,22.896403963414645,817.8553353658541,0.0,False,False,0,2015.0,urban,False,False,False
528.8330757341577,24.372756468797547,1759.1150684931497,1.0,False,False,0,2004.0,urban,False,False,False
741.0300304878043,22.896403963414645,817.8553353658541,1.0,False,False,0,2015.0,urban,False,False,False
528.8330757341577,24.372756468797547,1759.1150684931497,2.0,False,False,0,2004.0,urban,False,False,False
741.0300304878043,22.896403963414645,817.8553353658541,3.0,False,False,0,2015.0,urban,False,False,False
580.7674352134146,24.71632926829269,723.7321646341472,3.0,False,False,0,2004.0,urban,False,False,False
741.0300304878043,22.896403963414645,817.8553353658541,3.0,True,True,0,2015.0,urban,False,True,False
580.7674352134146,24.71632926829269,723.7321646341472,4.0,False,False,0,2004.0,urban,False,False,False
930.7130496742672,21.1383814935065,1136.7311688311695,0.0,False,False,1,1960.0,urban,False,False,False
930.7130496742672,21.1383814935065,1136.7311688311695,1.0,False,True,0,1960.0,urban,True,True,True
736.9197899505766,21.48459472817133,838.6476112026357,3.0,False,False,0,2015.0,urban,False,False,False
748.9925203252025,25.03801620745545,2654.9677471636955,2.0,False,False,0,1960.0,urban,False,False,False
748.9925203252025,25.03801620745545,2654.9677471636955,0.0,False,False,1,1960.0,urban,True,False,False
